"filename","date_time","date","time","DOY","daytime","file_records","used_records","Tau","qc_Tau","rand_err_Tau","H","qc_H","rand_err_H","LE","qc_LE","rand_err_LE","co2_flux","qc_co2_flux","rand_err_co2_flux","h2o_flux","qc_h2o_flux","rand_err_h2o_flux","H_strg","LE_strg","co2_strg","h2o_strg","co2_v.adv","h2o_v.adv","co2_molar_density","co2_mole_fraction","co2_mixing_ratio","co2_time_lag","co2_def_timelag","h2o_molar_density","h2o_mole_fraction","h2o_mixing_ratio","h2o_time_lag","h2o_def_timelag","sonic_temperature","air_temperature","air_pressure","air_density","air_heat_capacity","air_molar_volume","ET","water_vapor_density","e","es","specific_humidity","RH","VPD","Tdew","u_unrot","v_unrot","w_unrot","u_rot","v_rot","w_rot","wind_speed","max_wind_speed","wind_dir","yaw","pitch","roll","u.","TKE","L","X.z.d..L","bowen_ratio","T.","model","x_peak","x_offset","x_10.","x_30.","x_50.","x_70.","x_90.","un_Tau","Tau_scf","un_H","H_scf","un_LE","LE_scf","un_co2_flux","co2_scf","un_h2o_flux","h2o_scf","spikes_hf","amplitude_resolution_hf","drop_out_hf","absolute_limits_hf","skewness_kurtosis_hf","skewness_kurtosis_sf","discontinuities_hf","discontinuities_sf","timelag_hf","timelag_sf","attack_angle_hf","non_steady_wind_hf","u_spikes","v_spikes","w_spikes","ts_spikes","co2_spikes","h2o_spikes","head_detect_LI.7200","t_out_LI.7200","t_in_LI.7200","aux_in_LI.7200","delta_p_LI.7200","chopper_LI.7200","detector_LI.7200","pll_LI.7200","sync_LI.7200","mean_value_RSSI_LI.7200","u_var","v_var","w_var","ts_var","co2_var","h2o_var","w.ts_cov","w.co2_cov","w.h2o_cov","ass_mean"
"TOA5_P_Bio_Atmo_25_00617_2025_05_20_0500.dat",2025-05-20 05:30:00,"2025-05-20","05:30",140.229,0,18000,18000,0.0286162,5,0.00408077,-0.862786,8,3.62816,6.38353,7,1.35193,-1.79662,8,2.78243,0.142782,7,0.0302391,-1.16011,-1.14033,0.981905,-0.0255061,-2.27661e-10,-3.99895e-12,24.0336,556.696,562.725,0.1,0,422.159,9.77858,9.87514,0.1,0,281.209,281.209,100647,1.24229,1010.61,0.0232293,0.00925228,0.00758566,984.452,1073.95,0.00610621,91.6667,89.4956,279.901,-0.0483356,-0.0874689,-0.0131907,0.100802,-4.63887e-14,-9.47261e-15,0.100802,1.22566,179.031,241.075,-7.51911,-9999,0.151773,0.108627,355.03,0.00683294,-0.135158,-0.00452795,1,0.0918756,1,1,-9999,-9999,-9999,-9999,0.0275189,1.03987,-0.491872,1.03035,5.94038,1.0746,-1.6719,1.0746,0.13287,1.0746,800000099,800100099,800000099,800000099,800000099,801000099,811110199,811110199,80000,80000,80,81,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,92,0.167424,0.0459159,0.00391345,0.132292,314.112,0.0119096,-0.000391784,-0.0392207,0.00311697,90.5735
"TOA5_P_Bio_Atmo_25_00618_2025_05_20_0530.dat",2025-05-20 06:00:00,"2025-05-20","06:00",140.25,0,18000,18000,0.00517613,5,0.000648754,1.99745,7,0.907164,-1.02534,5,0.69406,0.409924,8,1.60647,-0.0229391,5,0.0155277,0.422654,0.719916,-0.722439,0.0161062,2.52385e-11,4.65042e-13,23.5149,544.933,550.82,0.1,0,433.282,10.0408,10.1427,0.1,0,281.444,281.444,100647,1.24113,1010.76,0.0232488,-0.00148645,0.0077826,1010.85,1091.24,0.0062706,92.6333,80.3882,280.287,-0.0178532,-0.154705,-0.0152588,0.156478,6.75322e-14,1.0733e-15,0.156478,0.873932,281.202,263.417,-5.59606,-9999,0.0645795,0.0673525,-11.8144,-0.205335,-1.94809,0.0246557,1,1.82911,1,1,3,4,7,19,0.0049356,1.04873,1.86908,1.04112,-0.948246,1.0813,0.379104,1.0813,-0.0212144,1.0813,800000099,810100099,800000099,800000099,800000099,810000099,811110199,811110199,80000,80000,80,81,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,89,0.0347707,0.0987619,0.00117288,0.0955323,254.422,0.0240501,0.00148992,0.00890311,-0.000498212,89.5901
"TOA5_P_Bio_Atmo_25_00619_2025_05_20_0600.dat",2025-05-20 06:30:00,"2025-05-20","06:30",140.271,1,18000,18000,0.00213426,5,0.000493219,0.0591204,8,0.151073,-0.187333,7,0.714588,-0.0594381,9,0.308407,-0.0041901,7,0.0159833,-0.434493,-0.419813,0.435071,-0.00938999,-8.15086e-12,-1.46005e-13,23.8126,552.011,558.078,0.1,0,426.55,9.88807,9.98682,0.1,0,281.203,281.203,100647,1.24226,1010.67,0.0232288,-0.000271518,0.00767077,995.475,1073.48,0.00617484,92.7333,78.0063,280.063,0.0615368,0.0230375,-0.00361782,0.0658073,-1.98288e-15,-3.42292e-16,0.0658073,0.524755,164.42,20.5244,-3.15148,-9999,0.0414493,0.0131314,-105.537,-0.0229863,-0.31559,0.00113605,1,0.823322,1,1,1,2,5,18,0.00195357,1.09249,0.0455312,1.07106,-0.167923,1.11559,-0.0532796,1.11559,-0.00375594,1.11559,800000099,811100099,800000099,800000099,800100099,800100099,811110199,811110199,80000,80000,80,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,0.0164514,0.00831432,0.00149716,0.0585766,211.833,0.0103142,3.62648e-05,-0.00124998,-8.81176e-05,90.5006
"TOA5_P_Bio_Atmo_25_00620_2025_05_20_0630.dat",2025-05-20 07:00:00,"2025-05-20","07:00",140.292,1,18000,18000,0.00183193,2,0.000634826,0.94638,4,1.68509,-1.59968,6,3.66184,1.87006,6,1.95461,-0.0358302,6,0.0820189,2.61104,2.26278,-2.48643,0.0506823,-3.66495e-11,-7.68102e-13,21.9433,511.349,517.41,0.1,0,459.889,10.7169,10.833,0.1,0,282.661,282.661,100647,1.23547,1011.15,0.0233493,-0.0023218,0.00827086,1078.92,1184.76,0.00669453,91.0667,105.838,281.242,0.196599,0.160357,-0.00674199,0.253793,1.53545e-14,-1.67019e-15,0.253793,0.581658,140.32,39.2026,-1.52224,-9999,0.0385069,0.0161837,-5.28703,-0.45884,-0.591606,0.0196733,1,8.91871,4,7,12,18,30,71,0.00177231,1.03364,0.832825,1.031,-1.49473,1.07021,1.74737,1.07021,-0.0334794,1.07021,800000099,811100099,800000099,800000099,800001099,800001099,811110199,811110199,80000,80000,80,81,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,92,0.0151891,0.013768,0.00341048,0.252623,90.1583,0.192414,0.000666658,0.041242,-0.000790191,90.6169
"TOA5_P_Bio_Atmo_25_00621_2025_05_20_0700.dat",2025-05-20 07:30:00,"2025-05-20","07:30",140.312,1,18000,18000,0.0274013,5,0.00428314,17.3411,7,5.07606,14.6733,5,3.62206,-21.789,6,3.69453,0.32904,5,0.081222,2.15949,-2.54892,-1.76656,-0.0571578,2.86391e-10,5.80587e-12,20.526,482.336,488.322,0.1,0,416.114,9.77817,9.87472,0.1,0,283.872,283.872,100647,1.23063,1010.66,0.0234493,0.0213218,0.00751418,984.411,1284.8,0.00610595,76.62,300.385,279.901,-0.0815018,-0.08542,-0.0323656,0.12242,4.32605e-14,1.39526e-14,0.12242,1.17646,298.387,226.345,-15.3302,-9999,0.149219,0.0671075,-16.7878,-0.144503,1.18181,0.0934374,1,0.165594,1,1,3,-9999,-9999,-9999,0.0258817,1.05871,17.3998,1.04787,13.4752,1.08891,-20.0098,1.08891,0.302172,1.08891,800000099,800000099,800000099,800000099,800000099,800101099,811110199,811110199,80000,80000,80,81,2,2,0,18,19,1,0,0,0,0,0,0,0,0,0,93,0.0649618,0.051633,0.0176202,0.107704,42.6335,0.0234804,0.0139898,-0.473852,0.00715572,92.1508
"TOA5_P_Bio_Atmo_25_00622_2025_05_20_0730.dat",2025-05-20 08:00:00,"2025-05-20","08:00",140.333,1,18000,18000,-0.00493633,2,0.00215934,28.9034,4,6.51518,41.8594,1,6.67361,-8.91665,4,1.84787,0.939524,1,0.149787,1.68711,-2.55088,-0.854301,-0.0572538,2.46225e-10,4.64556e-12,19.7933,468.258,474.243,0.1,0,373.443,8.8347,8.91345,0.1,0,284.822,284.822,100647,1.22697,1010.16,0.0235278,0.0608811,0.00676653,889.428,1368.35,0.00551483,65,478.923,278.433,-0.215019,0.0482563,-0.0128463,0.220741,-5.18215e-14,1.24398e-14,0.220741,1.35763,15.6943,167.351,-3.33629,-9999,0.0634286,0.111497,-0.77348,-3.13634,0.690486,0.367656,1,1.88814,1,1,2,4,6,13,-0.0047582,1.03744,30.3664,1.03353,39.0143,1.07293,-8.31059,1.07293,0.875665,1.07293,800000099,800000099,800000099,800000099,800000099,800011199,811110199,811110199,80000,80000,81,81,0,3,1,25,29,5,0,0,0,0,0,0,0,0,0,93,0.0928397,0.105424,0.0247307,0.255791,15.6245,0.0780621,0.0245004,-0.197273,0.0207861,92.4654
"TOA5_P_Bio_Atmo_25_00623_2025_05_20_0800.dat",2025-05-20 08:30:00,"2025-05-20","08:30",140.354,1,18000,18000,-0.0163241,1,0.00351468,32.801,1,6.61272,51.0422,1,6.14,-7.69879,1,1.43834,1.14729,1,0.13801,2.66113,2.53559,-0.609627,0.0569927,1.1656e-10,2.48783e-12,19.2531,458.159,464.053,0.1,0,410.933,9.77883,9.8754,1.1,0,286.327,286.327,100647,1.22008,1010.7,0.0236522,0.0743441,0.00745025,984.477,1510.63,0.00610637,65.17,526.152,279.902,0.23652,0.642898,-0.029476,0.685659,2.78088e-15,6.0541e-15,0.685659,2.0114,110.301,69.8016,-2.46386,-9999,0.11567,0.160531,-4.13428,-0.586777,0.642624,0.22996,1,7.06332,3,6,9,14,24,55,-0.016062,1.01632,35.1504,1.01978,48.1134,1.06087,-7.25703,1.06087,1.08145,1.06087,800000099,800000099,800000099,800000099,800000099,800000099,800000199,810010199,80000,80000,80,80,6,1,0,10,20,2,0,0,0,0,0,0,0,0,0,93,0.115226,0.161732,0.0441046,0.321435,11.9533,0.0815154,0.0285048,-0.17334,0.0258313,92.6017
"TOA5_P_Bio_Atmo_25_00624_2025_05_20_0830.dat",2025-05-20 09:00:00,"2025-05-20","09:00",140.375,1,18000,18000,0.00805273,5,0.00888998,45.4487,1,6.37617,78.2336,1,10.0498,-5.44646,4,1.76953,1.76049,1,0.226152,2.11461,-0.533469,-0.769191,-0.0120047,-9.90354e-12,-2.13011e-13,18.6062,445.363,451.071,0.1,0,400.193,9.57913,9.67177,0.5,0,287.529,287.529,100647,1.21507,1010.62,0.0237514,0.11408,0.00726761,964.372,1633.33,0.00598121,59.0433,668.957,279.602,0.131133,0.195546,-0.0248905,0.236756,1.86774e-14,-5.32271e-16,0.236756,1.92556,126.606,56.1543,-6.03473,-9999,0.0814085,0.238501,-1.04018,-2.3322,0.580936,0.454632,1,1.54003,1,1,2,3,5,11,0.00777681,1.03548,48.5655,1.03223,73.0119,1.07152,-5.08294,1.07152,1.64299,1.07152,800000099,800000099,800000099,800000099,800000099,800000099,800000199,810100199,80000,80000,81,81,5,0,0,6,17,0,0,0,0,0,0,0,0,0,0,93,0.255466,0.175717,0.0458195,0.213291,17.4332,0.135792,0.0395492,-0.121895,0.0394009,92.7042
"TOA5_P_Bio_Atmo_25_00625_2025_05_20_0900.dat",2025-05-20 09:30:00,"2025-05-20","09:30",140.396,1,18000,18000,0.049065,4,0.0135964,57.7914,1,6.63668,87.6174,1,9.7699,-10.3576,1,1.24752,1.97338,1,0.220044,1.58707,0.480869,-0.695084,0.0108305,1.03889e-11,2.33755e-13,18.0418,433.764,439.3,0.1,0,405.948,9.75986,9.85605,0.4,0,288.433,288.433,100647,1.21118,1010.74,0.0238261,0.127875,0.00738151,982.568,1731.4,0.00609448,56.75,748.829,279.873,0.478804,0.533275,-0.0559962,0.718868,2.89112e-14,5.75824e-16,0.718868,2.58057,133.79,48.0807,-4.46758,-9999,0.201271,0.419646,-12.363,-0.196223,0.659588,0.234548,1,3.71611,2,3,5,8,15,38,0.048301,1.01582,61.8629,1.01948,82.59,1.06087,-9.76327,1.06087,1.86015,1.06087,800000099,800000099,800000099,800000099,800000099,800000199,800000199,800000199,80000,80000,80,81,7,0,0,12,16,3,0,0,0,0,0,0,0,0,0,93,0.456698,0.313335,0.0692595,0.239308,7.24568,0.150057,0.0505339,-0.234914,0.044757,92.7638
"TOA5_P_Bio_Atmo_25_00626_2025_05_20_0930.dat",2025-05-20 10:00:00,"2025-05-20","10:00",140.417,1,18000,18000,-0.0312155,1,0.00846548,81.9277,1,8.23125,131.432,1,15.1429,-8.59666,2,1.14833,2.96225,1,0.341297,1.26413,-0.55941,-0.332588,-0.0126082,4.0652e-11,9.06546e-13,17.7442,428.2,433.625,0.1,0,395.699,9.54893,9.64099,0.3,0,289.156,289.156,100647,1.20825,1010.64,0.0238858,0.191954,0.00720394,961.333,1813.38,0.00596229,53.0133,852.046,279.556,-0.192999,0.711646,-0.00966426,0.737416,1.56902e-14,2.291e-15,0.737416,2.80233,74.9892,105.174,-0.750915,-9999,0.160733,0.385435,-4.44134,-0.546209,0.623349,0.417421,1,4.7999,2,4,6,10,17,40,-0.0307372,1.01556,88.1408,1.01933,123.888,1.06089,-8.10325,1.06089,2.79223,1.06089,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,81,81,0,1,0,0,29,7,0,0,0,0,0,0,0,0,0,93,0.298979,0.372456,0.0994349,0.249448,4.81008,0.252639,0.0721812,-0.195419,0.0673377,92.8158
"TOA5_P_Bio_Atmo_25_00627_2025_05_20_1000.dat",2025-05-20 10:30:00,"2025-05-20","10:30",140.437,1,18000,18000,-0.029015,2,0.00470973,83.2575,1,9.57297,142.018,1,14.4167,-12.9707,1,1.29266,3.20226,1,0.32507,0.794202,-0.277702,-0.141387,-0.00626167,6.00454e-11,1.33168e-12,17.5966,425.831,431.171,0.1,0,390.254,9.44402,9.53405,0.2,0,289.61,289.61,100647,1.2064,1010.59,0.0239233,0.207506,0.00711361,950.77,1866.7,0.00589654,50.9333,915.925,279.396,-0.0339534,0.475849,-0.023064,0.477616,-3.5693e-14,3.41233e-15,0.477616,2.91425,92.5897,94.0813,-2.76789,-9999,0.155084,0.613836,-3.92556,-0.617976,0.586245,0.440342,1,2.37,1,2,3,5,9,21,-0.0284192,1.02097,89.7892,1.02268,133.692,1.06228,-12.2103,1.06228,3.01452,1.06228,800000099,800000099,800000099,800000099,800000099,800001099,800000199,800000199,80000,80000,81,81,4,8,0,10,36,5,0,0,0,0,0,0,0,0,0,93,0.490322,0.647829,0.0895218,0.342035,4.42505,0.242229,0.0736473,-0.294896,0.072805,92.8436
"TOA5_P_Bio_Atmo_25_00628_2025_05_20_1030.dat",2025-05-20 11:00:00,"2025-05-20","11:00",140.458,1,18000,18000,0.0948665,5,0.0256904,123.707,1,14.1109,193.189,1,18.81,-15.9677,1,1.45094,4.35741,1,0.42426,0.552535,-0.451067,-0.121967,-0.0101738,-4.23969e-10,-9.27737e-12,17.4496,423.785,429.108,0.1,0,381.835,9.27336,9.36016,0.2,0,289.927,289.927,100647,1.20516,1010.5,0.0239495,0.28236,0.00697744,933.59,1904.64,0.00578962,49.0167,971.047,279.132,0.135861,0.107354,-0.0148776,0.173794,-1.54145e-13,-2.42968e-14,0.173794,3.25628,109.827,38.3151,-4.9108,-9999,0.280565,0.864974,-15.6431,-0.155078,0.640343,0.362059,0,35.767,-5.42778,12.2776,30.5731,46.6259,65.3935,97.9713,0.0907836,1.04497,130.375,1.03858,179.132,1.07847,-14.8058,1.07847,4.04033,1.07847,800000099,800000099,800000099,800000099,800000099,800001099,800000199,800000199,80000,80000,81,81,1,0,1,6,30,6,0,0,0,0,0,0,0,0,0,93,1.08964,0.523247,0.117049,0.552911,5.03657,0.354845,0.107056,-0.357911,0.0976698,92.8643
"TOA5_P_Bio_Atmo_25_00629_2025_05_20_1100.dat",2025-05-20 11:30:00,"2025-05-20","11:30",140.479,1,18000,18000,0.0685693,1,0.0254142,138.209,1,14.8895,196.73,1,21.2888,-12.3381,1,1.29763,4.43841,1,0.480294,0.466894,-1.44852,-0.00939985,-0.0326798,-1.34045e-10,-2.76068e-12,17.3974,423.627,428.727,0.1,0,358.303,8.72468,8.80147,0.1,0,290.194,290.194,100647,1.2043,1010.21,0.0239716,0.287609,0.00655855,878.352,1937.26,0.00544593,45.34,1058.9,278.253,-0.42648,-0.0839468,-0.047055,0.437203,-9.10533e-14,-7.70487e-15,0.437203,4.04627,348.789,191.136,-6.17857,-9999,0.238614,0.927348,-8.61256,-0.28167,0.70253,0.476097,0,32.8515,-4.98534,11.2769,28.081,42.8252,60.063,89.9853,0.06707,1.02235,146.682,1.02358,185.075,1.06298,-11.6071,1.06298,4.17546,1.06298,800000099,800000099,800000099,800000099,800000099,800001199,800000199,800000199,80000,80000,81,81,1,3,1,10,50,14,0,0,0,0,0,0,0,0,0,93,1.09793,0.649744,0.107032,0.578032,4.4575,0.477057,0.120568,-0.28069,0.100973,92.8735
"TOA5_P_Bio_Atmo_25_00630_2025_05_20_1130.dat",2025-05-20 12:00:00,"2025-05-20","12:00",140.5,1,18000,18000,0.0362474,5,0.0151184,131.883,2,12.3031,168.338,1,14.1211,-10.3801,1,0.886855,3.80036,1,0.318795,1.18683,0.25007,-0.00962323,0.00564552,-5.44675e-11,-1.13442e-12,17.3708,423.465,428.445,0.1,0,361.788,8.81969,8.89817,0.1,0,290.877,290.877,100647,1.20144,1010.27,0.0240279,0.246263,0.00661442,887.917,2022.59,0.00550543,43.9,1134.67,278.409,-0.992515,-0.973676,-0.113709,1.39501,-1.7908e-14,-3.13558e-15,1.39501,5.17102,309.865,224.451,-4.67541,-9999,0.173695,1.14559,-3.48153,-0.696791,0.78344,0.625548,1,10.4585,5,8,14,21,34,77,0.0358523,1.01102,139.661,1.01727,157.86,1.06638,-9.73398,1.06638,3.56381,1.06638,800000099,800000099,800000099,800000099,800000099,800001199,800000199,800000199,80000,80000,80,81,0,1,0,6,38,10,0,0,0,0,0,0,0,0,0,93,1.52599,0.660696,0.104493,0.587619,3.09197,0.322342,0.115063,-0.235969,0.0863931,92.8892
"TOA5_P_Bio_Atmo_25_00631_2025_05_20_1200.dat",2025-05-20 12:30:00,"2025-05-20","12:30",140.521,1,18000,18000,-0.0289338,5,0.00869148,19.8551,1,3.22461,100.651,1,10.8133,-8.2042,1,0.86613,2.27415,1,0.24432,1.49106,1.97593,-0.0151336,0.0446451,-6.76766e-11,-1.53089e-12,17.4535,423.21,428.064,0.1,0,394.809,9.57324,9.66577,0.2,0,291.736,291.736,100647,1.19755,1010.71,0.0240989,0.147365,0.0071584,963.78,2134.78,0.00597752,45.1467,1171,279.593,-0.793569,-0.423416,-0.0313971,0.90001,-2.04013e-14,-3.87754e-15,0.90001,3.68173,333.953,208.083,-1.99919,-9999,0.155437,0.485813,-16.5749,-0.14636,0.197267,0.105535,1,8.67327,4,7,12,20,34,87,-0.0285412,1.01376,25.3806,1.01833,94.8187,1.06151,-7.7288,1.06151,2.14238,1.06151,800000099,800000099,800000099,800000099,800000099,800011099,800010199,801110199,80000,80000,80,81,2,0,0,3,26,9,0,0,0,0,0,0,0,0,0,93,0.601777,0.318129,0.0517194,0.0848464,4.93026,0.298762,0.0209691,-0.188057,0.0521281,92.8829
"TOA5_P_Bio_Atmo_25_00632_2025_05_20_1230.dat",2025-05-20 13:00:00,"2025-05-20","13:00",140.542,1,18000,18000,-0.00543839,7,0.00545521,77.1562,2,12.6262,125.016,1,11.6922,-4.78913,1,0.674009,2.82466,1,0.26418,0.00612985,-1.41631,0.0622596,-0.0320009,3.75332e-11,7.99133e-13,17.4332,424.261,429.058,0.1,0,371.177,9.0331,9.11544,0.1,0,291.74,291.74,100647,1.19778,1010.42,0.0240992,0.183038,0.00675443,909.402,2135.25,0.0056391,42.59,1225.85,278.753,-1.40504,-0.168719,-0.064147,1.41658,3.39345e-14,2.15297e-15,1.41658,4.45838,358.215,186.847,-2.59541,-9999,0.0673823,0.828815,-0.347446,-6.9821,0.617172,0.94612,1,13.8528,6,11,17,25,39,83,-0.00537947,1.01095,83.2605,1.01726,117.204,1.06665,-4.48988,1.06665,2.64816,1.06665,800000099,800000099,800000099,800000099,800000099,800001199,800010199,800010199,80000,80000,80,81,0,3,1,4,44,4,0,0,0,0,0,0,0,0,0,93,1.03522,0.53894,0.0834673,0.641058,2.32941,0.261337,0.0687958,-0.109189,0.0644006,92.8781
"TOA5_P_Bio_Atmo_25_00633_2025_05_20_1300.dat",2025-05-20 13:30:00,"2025-05-20","13:30",140.562,1,18000,18000,-0.0167102,5,0.00215221,22.3055,2,3.59388,97.613,1,10.6826,-8.35976,1,0.80568,2.20659,1,0.241486,0.877471,1.2259,-0.0475375,0.0277122,4.80509e-11,1.07818e-12,17.4473,423.457,428.189,0.1,0,391.489,9.50166,9.59281,0.1,0,292.246,292.246,100647,1.1955,1010.68,0.0241411,0.142987,0.00709248,956.574,2203.92,0.00593267,43.4033,1247.34,279.484,-0.694721,-0.891408,-0.076002,1.13271,-5.47041e-14,2.75406e-15,1.13271,3.92275,303.622,232.069,-3.84731,-9999,0.118227,0.488289,-6.49231,-0.373657,0.228509,0.156146,1,15.7628,7,13,21,32,52,123,-0.0165101,1.01212,27.6366,1.01757,91.7934,1.0634,-7.86136,1.0634,2.07504,1.0634,800000099,800000099,800000099,800000099,800000099,800001099,800000199,800010199,80000,80000,80,81,4,1,0,1,36,9,0,0,0,0,0,0,0,0,0,93,0.344472,0.571587,0.0605199,0.0800375,4.86163,0.329501,0.0228729,-0.191603,0.0505744,92.8759
"TOA5_P_Bio_Atmo_25_00634_2025_05_20_1330.dat",2025-05-20 14:00:00,"2025-05-20","14:00",140.583,1,18000,18000,-0.0284982,1,0.00574625,19.4153,1,2.60402,117.114,1,11.7961,-11.8552,1,1.18864,2.6469,1,0.266604,-0.357312,-0.293554,-0.080787,-0.00663463,5.41817e-11,1.20529e-12,17.3497,422.092,426.88,0.1,0,385.949,9.38956,9.47856,0.2,0,292.04,292.04,100647,1.19639,1010.62,0.024124,0.171519,0.00701375,945.288,2175.74,0.00586243,43.4467,1230.46,279.312,-0.126366,-0.921323,-0.0703368,0.932605,8.91059e-15,3.12292e-15,0.932605,2.92709,276.605,262.19,-4.32534,-9999,0.154337,0.317037,-16.5927,-0.146203,0.165781,0.104043,1,9.27976,4,8,13,21,36,93,-0.0281193,1.01347,25.9081,1.01818,110.306,1.06172,-11.1661,1.06172,2.49304,1.06172,800000099,800000099,800000099,800000099,800000099,800001099,800100199,810100199,80000,80000,80,81,7,0,4,6,16,0,0,0,0,0,0,0,0,0,0,93,0.292771,0.291232,0.0500699,0.0610876,10.0298,0.42875,0.0214278,-0.271924,0.0607125,92.8643
"TOA5_P_Bio_Atmo_25_00635_2025_05_20_1400.dat",2025-05-20 14:30:00,"2025-05-20","14:30",140.604,1,18000,18000,0.0254036,5,0.00963269,50.0492,2,8.05148,173.051,1,18.0726,-16.8334,1,1.72481,3.91134,1,0.408481,0.0909407,-0.0744701,-0.0304239,-0.00168319,7.23659e-11,1.60688e-12,17.3086,421.578,426.451,0.1,0,384.337,9.36112,9.44958,0.1,0,292.093,292.093,100647,1.19619,1010.6,0.0241284,0.253455,0.00699124,942.425,2182.89,0.0058446,43.1733,1240.46,279.268,-0.426999,-0.640362,-0.0715963,0.772993,-1.1266e-13,4.18092e-15,0.772993,3.7191,297.847,236.304,-5.31448,-9999,0.14573,0.437584,-5.41869,-0.447691,0.289217,0.284099,1,6.3362,3,5,9,13,22,53,0.0250258,1.0151,59.2907,1.01907,163.108,1.06096,-15.8662,1.06096,3.6866,1.06096,800000099,800000099,800000099,800000099,800000099,800001099,800000199,810100199,80000,80000,81,80,0,3,0,1,17,6,0,0,0,0,0,0,0,0,0,93,0.554754,0.257892,0.0625215,0.190888,10.3311,0.462705,0.0490464,-0.386445,0.0897926,92.8427
"TOA5_P_Bio_Atmo_25_00636_2025_05_20_1430.dat",2025-05-20 15:00:00,"2025-05-20","15:00",140.625,1,18000,18000,0.0520198,5,0.0177118,38.0941,4,7.09053,90.2791,1,11.3887,-7.19788,1,0.94202,2.04089,1,0.25746,0.340089,-0.0656139,0.0465435,-0.0014833,1.72704e-10,3.81747e-12,17.3165,422.365,427.193,0.1,0,382.767,9.33604,9.42402,0.1,0,292.289,292.289,100647,1.1954,1010.59,0.0241446,0.13225,0.00696783,939.9,2209.8,0.00582889,42.5333,1269.9,279.229,-0.630615,-0.329569,-0.0621561,0.714252,-7.87504e-14,9.97336e-15,0.714252,3.51384,337.022,207.592,-4.99235,-9999,0.208606,0.714743,-20.882,-0.116172,0.42196,0.151162,0,38.9482,-5.91055,13.3697,33.2924,50.773,71.2098,106.685,0.0512064,1.01588,42.714,1.01952,85.0991,1.06087,-6.78489,1.06087,1.92379,1.06087,800000099,800000099,800000099,800000099,800000099,800001199,800010199,800110199,80000,80000,80,81,0,2,0,8,36,17,0,0,0,0,0,0,0,0,0,93,0.872212,0.503484,0.0537901,0.166947,4.78087,0.293778,0.0353576,-0.165363,0.0468871,92.8425
"TOA5_P_Bio_Atmo_25_00637_2025_05_20_1500.dat",2025-05-20 15:30:00,"2025-05-20","15:30",140.646,1,18000,18000,-0.0432976,1,0.00581664,-6.98156,1,1.11889,69.5143,1,6.63537,-1.46519,1,0.168943,1.57245,1,0.150095,1.10463,1.84936,0.0446494,0.0418334,-7.25986e-11,-1.7235e-12,17.4204,423.122,427.936,0.1,0,413.563,10.045,10.1469,0.1,0,292.928,292.928,100647,1.19247,1010.99,0.0241974,0.101895,0.0074806,1011.28,2299.4,0.00627322,43.98,1288.12,280.293,-1.27595,-0.893047,-0.0664552,1.55885,1.648e-14,-4.16745e-15,1.55885,4.00053,327.175,214.988,-2.44332,-9999,0.19055,0.436651,86.8512,0.0279317,-0.100433,-0.0303912,1,13.5512,6,12,24,42,86,319,-0.0429146,1.00893,-2.89938,1.01743,64.5146,1.0775,-1.35981,1.0775,1.45935,1.0775,800000099,800000099,800000099,800000099,800000099,800001099,800010199,800010199,80000,80000,80,81,4,0,0,28,75,5,0,0,0,0,0,0,0,0,0,93,0.438482,0.375338,0.0594823,0.0202385,0.338421,0.15786,-0.00240497,-0.0332378,0.0356709,92.8212
"TOA5_P_Bio_Atmo_25_00638_2025_05_20_1530.dat",2025-05-20 16:00:00,"2025-05-20","16:00",140.667,1,18000,18000,-0.0552346,1,0.00564106,7.11995,1,1.73559,64.263,1,5.54247,-3.51106,1,0.383941,1.45385,1,0.12539,0.239957,0.0283122,-0.0279813,0.000640522,-3.66616e-11,-8.72272e-13,17.3991,422.647,427.498,0.1,0,413.968,10.0559,10.158,0.1,0,293.067,293.067,100647,1.1919,1011.01,0.0242089,0.0942098,0.00748514,1012.37,2319.29,0.00628003,43.65,1306.92,280.309,-1.62838,-0.848356,-0.0759702,1.83769,-7.19834e-14,-2.1071e-15,1.83769,5.02774,331.029,207.519,-2.36929,-9999,0.215271,0.550533,-122.797,-0.0197553,0.110794,0.0274471,0,36.4526,-5.53182,12.513,31.1591,47.5196,66.647,99.8493,-0.0546832,1.01008,10.723,1.01749,59.9166,1.07254,-3.27359,1.07254,1.35552,1.07254,800000099,800000099,800000099,800000099,800001099,800001099,800000199,800010199,80000,80000,80,81,5,2,0,5,54,8,0,0,0,0,0,0,0,0,0,93,0.535237,0.497845,0.0679838,0.0261996,1.57204,0.127668,0.00889861,-0.0800553,0.0331491,92.7154
