"filename","date_time","date","time","DOY","daytime","file_records","used_records","Tau","qc_Tau","rand_err_Tau","H","qc_H","rand_err_H","LE","qc_LE","rand_err_LE","co2_flux","qc_co2_flux","rand_err_co2_flux","h2o_flux","qc_h2o_flux","rand_err_h2o_flux","H_strg","LE_strg","co2_strg","h2o_strg","co2_v.adv","h2o_v.adv","co2_molar_density","co2_mole_fraction","co2_mixing_ratio","co2_time_lag","co2_def_timelag","h2o_molar_density","h2o_mole_fraction","h2o_mixing_ratio","h2o_time_lag","h2o_def_timelag","sonic_temperature","air_temperature","air_pressure","air_density","air_heat_capacity","air_molar_volume","ET","water_vapor_density","e","es","specific_humidity","RH","VPD","Tdew","u_unrot","v_unrot","w_unrot","u_rot","v_rot","w_rot","wind_speed","max_wind_speed","wind_dir","yaw","pitch","roll","u.","TKE","L","X.z.d..L","bowen_ratio","T.","model","x_peak","x_offset","x_10.","x_30.","x_50.","x_70.","x_90.","un_Tau","Tau_scf","un_H","H_scf","un_LE","LE_scf","un_co2_flux","co2_scf","un_h2o_flux","h2o_scf","spikes_hf","amplitude_resolution_hf","drop_out_hf","absolute_limits_hf","skewness_kurtosis_hf","skewness_kurtosis_sf","discontinuities_hf","discontinuities_sf","timelag_hf","timelag_sf","attack_angle_hf","non_steady_wind_hf","u_spikes","v_spikes","w_spikes","ts_spikes","co2_spikes","h2o_spikes","head_detect_LI.7200","t_out_LI.7200","t_in_LI.7200","aux_in_LI.7200","delta_p_LI.7200","chopper_LI.7200","detector_LI.7200","pll_LI.7200","sync_LI.7200","mean_value_RSSI_LI.7200","u_var","v_var","w_var","ts_var","co2_var","h2o_var","w.ts_cov","w.co2_cov","w.h2o_cov","ass_mean"
"TOA5_P_Bio_Atmo_25_00079_2025_05_09_0000.dat",2025-05-09 00:30:00,"2025-05-09","00:30",129.021,0,18000,17992,0.00347157,5,0.000548261,-2.44707,7,1.25502,-0.257781,7,0.250547,-2.71632,7,1.00451,-0.00575017,7,0.00558881,-9999,-9999,-9999,-9999,1.8282e-11,2.4328e-13,21.0885,481.978,485.284,0,0,280.627,6.41375,6.45515,0,0,278.354,278.354,100647,1.25663,1008.71,0.0229935,-0.000372611,0.00502645,645.7,882.386,0.00399994,73.1767,236.685,273.913,-0.0535221,-0.0238376,-0.0102404,0.0594787,-1.59918e-15,8.66917e-16,0.0594787,0.343033,326.885,204.007,-9.91398,-9999,0.0525605,0.00963593,5.19575,0.393764,9.49283,-0.0367295,1,0.141769,1,1,3,-9999,-9999,-9999,0.00333472,1.04104,-2.32818,1.05886,-0.21526,1.19753,-2.26826,1.19753,-0.00480168,1.19753,800000099,811100099,800000099,800000099,800000099,800000099,811110199,811110199,80000,80000,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.010817,0.00736564,0.00108918,0.0739693,63.2429,0.00196847,-0.00183673,-0.052492,-0.00011112,99.5873
"TOA5_P_Bio_Atmo_25_00080_2025_05_09_0030.dat",2025-05-09 01:00:00,"2025-05-09","01:00",129.042,0,18000,17999,0.00136418,5,0.000276151,0.043446,8,0.147251,1.33477,7,0.490664,3.14149,7,1.01461,0.0297633,7,0.010941,-0.584771,0.332956,0.695554,0.00742439,-5.69432e-11,-7.53775e-13,21.6985,495.105,498.572,0,0,287.23,6.55387,6.59711,1.5,0,277.977,277.977,100647,1.25827,1008.77,0.0229624,0.00192866,0.00514323,659.807,859.497,0.00408755,76.7667,199.69,274.213,0.0192453,-0.0904544,-0.00559346,0.0926481,4.5726e-15,-2.62429e-15,0.0926481,0.544021,256.245,282.011,-3.46123,-9999,0.0329268,0.0118168,-71.9483,-0.0284357,0.0325494,0.00103952,1,2.21395,1,2,3,6,11,33,0.00128098,1.06495,0.110624,1.05431,1.20396,1.10865,2.83362,1.10865,0.0268464,1.10865,800000099,811100099,800000099,800000099,800001099,810001099,811110199,811110199,80000,80000,80,81,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,100,0.0118196,0.0112258,0.00058815,0.0402363,132.733,0.0148657,8.71528e-05,0.065496,0.000620524,99.4507
"TOA5_P_Bio_Atmo_25_00081_2025_05_09_0100.dat",2025-05-09 01:30:00,"2025-05-09","01:30",129.062,0,18000,18000,0.00245845,5,0.000651172,0.790959,7,0.477296,-0.37563,5,0.203392,0.475994,7,0.485854,-0.00836964,5,0.00453189,-1.23396,-0.717705,0.710869,-0.0159916,-9.90118e-12,-1.21757e-13,22.3102,508.483,512.049,0,0,274.353,6.25292,6.29227,0,0,277.184,277.184,100647,1.26201,1008.6,0.0228969,-0.000542353,0.00492109,629.509,813.039,0.0038994,77.4267,183.53,273.562,-0.178857,-0.18147,-0.00505785,0.254847,4.07751e-14,-4.43796e-16,0.254847,0.696807,299.312,225.415,-1.1372,-9999,0.0441366,0.0447702,-9.51785,-0.214954,-2.10568,0.0140791,1,7.06188,3,6,10,15,26,65,0.00238554,1.03056,0.748765,1.03103,-0.347239,1.08176,0.440017,1.08176,-0.00773702,1.08176,800000099,811100099,800000099,800000099,800000099,800000099,811110199,811110199,80000,80000,80,81,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,100,0.0491549,0.0395055,0.000879834,0.0358262,245.226,0.00227219,0.000588253,0.0101384,-0.000178269,99.3755
"TOA5_P_Bio_Atmo_25_00082_2025_05_09_0130.dat",2025-05-09 02:00:00,"2025-05-09","02:00",129.083,0,18000,17999,0.00804685,5,0.00101441,0.299794,9,0.628513,-0.533454,7,0.295158,13.4602,6,2.86313,-0.0118811,7,0.00657375,-0.706864,0.15832,-0.0162142,0.00352609,2.20154e-10,2.73759e-12,22.3354,508.179,511.734,0.6,0,277.739,6.31917,6.35936,1.3,0,276.731,276.731,100647,1.26405,1008.62,0.0228594,-0.000769893,0.00498139,636.179,787.48,0.00394082,80.7867,151.301,273.707,0.0313849,-0.0417664,-0.0120416,0.0536138,4.68881e-14,9.85671e-15,0.0536138,0.508311,256.052,306.923,-12.9793,-9999,0.0797868,0.0273342,-148.343,-0.0137917,-0.561986,0.00294713,1,0.0887782,1,1,-9999,-9999,-9999,-9999,0.00734074,1.09619,0.252281,1.07595,-0.470131,1.13469,11.8624,1.13469,-0.0104707,1.13469,800000099,810100099,800000099,800000099,800000099,800010099,811110199,811110199,80000,80000,80,81,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,100,0.0240492,0.028654,0.001965,0.0863713,208.675,0.00127406,0.000197875,0.272892,-0.000240877,99.3083
"TOA5_P_Bio_Atmo_25_00083_2025_05_09_0200.dat",2025-05-09 02:30:00,"2025-05-09","02:30",129.104,0,18000,17999,0.00309496,5,0.00050154,-1.42524,7,0.403745,0.639,5,0.280604,9.90956,6,2.28441,0.0142286,5,0.00624824,-0.359746,-0.0454035,0.164323,-0.001011,-5.85406e-11,-7.21387e-13,22.4807,511.264,514.834,0.6,0,277.026,6.30019,6.34014,1.4,0,276.5,276.5,100647,1.26511,1008.62,0.0228403,0.000922015,0.00497057,634.268,774.757,0.00392895,81.8667,140.489,273.666,-0.175606,-0.0648319,-0.0141871,0.187729,-4.08798e-14,-2.60404e-15,0.187729,0.551684,347.74,200.264,-4.33409,-9999,0.049461,0.0198999,7.43354,0.275226,-2.23042,-0.0225824,1,2.63742,1,2,5,9,20,85,0.00301945,1.02501,-1.33784,1.04282,0.552862,1.1558,8.57374,1.1558,0.0123106,1.1558,800000099,811100099,800000099,800000099,800000099,800001099,811110199,811110199,80000,80000,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.024754,0.0142987,0.000747055,0.0258595,606.868,0.00500626,-0.00104846,0.197069,0.000282962,99.2573
"TOA5_P_Bio_Atmo_25_00084_2025_05_09_0230.dat",2025-05-09 03:00:00,"2025-05-09","03:00",129.125,0,18000,17998,0.00891475,5,0.00127135,-2.74437,5,2.05311,0.896994,6,0.480892,4.90599,5,3.31574,0.0199656,6,0.0107038,-0.645347,-0.423385,0.187689,-0.00942383,-9.86813e-12,-1.17386e-13,22.6514,514.782,518.354,0.1,0,269.448,6.12354,6.16127,1.5,0,276.087,276.087,100647,1.26709,1008.51,0.0228062,0.00129377,0.00483843,616.484,752.421,0.00381854,81.9333,135.937,273.273,-0.0144308,0.0316447,-0.00533275,0.0351863,4.28507e-14,-4.35652e-16,0.0351863,1.53506,109.922,114.514,-8.7172,-9999,0.0838785,0.116532,18.8273,0.108667,-3.05952,-0.0256038,1,0.0168088,1,-9999,-9999,-9999,-9999,-9999,0.0083703,1.06505,-2.56457,1.05375,0.786778,1.14008,4.30318,1.14008,0.0175124,1.14008,800000099,800100099,800000099,800000099,800100099,810111199,811110199,811110199,80000,80000,80,81,0,1,2,7,9,0,0,0,0,0,0,0,0,0,0,100,0.0382253,0.192293,0.00254624,0.166521,337.622,0.00313328,-0.0020069,0.0987441,0.000401852,99.2015
"TOA5_P_Bio_Atmo_25_00085_2025_05_09_0300.dat",2025-05-09 03:30:00,"2025-05-09","03:30",129.146,0,18000,17998,0.00908849,5,0.00136022,-3.02329,7,0.889401,3.4653,7,0.618897,12.5405,7,2.33988,0.0771279,7,0.0137749,-0.0853728,0.460799,0.18016,0.0102561,-1.54659e-10,-1.88511e-12,22.8273,518.158,521.798,0,0,278.238,6.31576,6.3559,0.9,0,276.032,276.032,100647,1.26725,1008.62,0.0228017,0.00499789,0.00499129,635.835,749.51,0.00393868,84.8333,113.676,273.7,0.05518,0.0401799,-0.00662852,0.0685798,1.6139e-14,-6.77516e-15,0.0685798,0.530997,169.281,36.0606,-5.54654,-9999,0.0846866,0.0310757,17.5898,0.116312,-0.872445,-0.0279303,1,0.0920998,1,1,-9999,-9999,-9999,-9999,0.00874432,1.03936,-2.73433,1.04093,3.08311,1.12396,11.1574,1.12396,0.0686212,1.12396,800000099,811100099,800000099,800000099,800000099,801001199,811110199,811110199,80000,80000,80,81,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,100,0.0539229,0.00701329,0.00121511,0.0351938,192.233,0.00602797,-0.00213926,0.256025,0.00157463,99.0569
"TOA5_P_Bio_Atmo_25_00086_2025_05_09_0330.dat",2025-05-09 04:00:00,"2025-05-09","04:00",129.167,0,18000,17999,-0.00137841,7,0.000742414,-4.94582,5,1.03431,-0.966993,5,0.37261,7.46805,5,1.75268,-0.0215133,5,0.00828967,-0.707839,-0.913109,-0.112848,-0.0203145,-1.78682e-11,-2.05524e-13,22.7341,516.047,519.56,0,0,261.492,5.93566,5.97111,1.5,0,275.58,275.58,100647,1.26951,1008.4,0.0227643,-0.00139406,0.00469861,597.569,725.792,0.00370111,82.3333,128.223,272.844,-0.384585,-0.345803,-0.00976458,0.517281,2.08199e-14,-7.85966e-16,0.517281,1.06025,322.192,221.961,-1.08162,-9999,0.0329512,0.0551431,0.633347,3.2303,5.11463,-0.117245,1,38.9939,17,36,75,142,311,1373,-0.00125859,1.0952,-4.2007,1.18863,-0.559955,1.72691,4.32451,1.72691,-0.0124577,1.72691,800000099,800100099,800000099,800000099,800000099,800010099,811110199,811110199,80000,80000,80,81,4,0,4,7,2,0,0,0,0,0,0,0,0,0,0,100,0.0634723,0.0451444,0.00166955,0.150426,403.52,0.00637738,-0.00328134,0.0990326,-0.000285284,99.1109
"TOA5_P_Bio_Atmo_25_00087_2025_05_09_0400.dat",2025-05-09 04:30:00,"2025-05-09","04:30",129.187,0,18000,18000,0.00332633,7,0.00112359,-1.84403,6,0.863789,0.28915,5,0.229914,7.03662,6,2.01131,0.00642969,5,0.00511249,-0.824391,0.186953,0.868413,0.00415718,-3.14032e-11,-3.5478e-13,23.4876,532.264,535.923,0,0,265.353,6.0133,6.04968,1.5,0,275.054,275.054,100647,1.2719,1008.44,0.0227209,0.000416644,0.00476916,605.385,699.059,0.00374963,86.6,93.6739,273.023,0.169265,0.153053,0.000849446,0.228203,-6.51497e-16,-1.33701e-15,0.228203,1.03496,146.13,42.1205,0.213274,-9999,0.0511394,0.128226,6.34986,0.322196,-6.37742,-0.0281133,1,3.57774,2,3,7,13,28,124,0.00324502,1.02506,-1.75323,1.04542,0.247567,1.16797,6.02468,1.16797,0.00550503,1.16797,800000099,800100099,800000099,800000099,800000099,800100099,811110199,811110199,80000,80000,80,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0.240595,0.015111,0.00074612,0.132211,603.601,0.00395662,-0.0013669,0.137714,0.000125836,98.9829
"TOA5_P_Bio_Atmo_25_00088_2025_05_09_0430.dat",2025-05-09 05:00:00,"2025-05-09","05:00",129.208,0,18000,18000,-0.0012176,5,0.000181603,-1.83514,5,0.271068,0.118482,7,0.146495,1.10558,8,0.394896,0.00263451,7,0.00325737,-0.0783701,-0.285015,-0.901479,-0.00633743,-2.10724e-11,-2.41003e-13,22.7471,515.432,518.937,0,0,260.157,5.89497,5.92993,1.5,0,275.004,275.004,100647,1.27219,1008.37,0.0227168,0.000170716,0.00467617,593.472,696.564,0.00367568,85.2,103.091,272.75,-0.472161,-0.525443,-0.00992164,0.706488,1.83927e-14,-9.26376e-16,0.706488,1.19697,312.632,228.057,-0.804666,-9999,0.0309368,0.0293688,1.41258,1.44834,-15.4887,-0.0462405,1,76.6708,34,75,165,332,800,4355,-0.00115607,1.05322,-1.65599,1.10711,0.0830413,1.42679,0.77487,1.42679,0.00184646,1.42679,800000099,800100099,800000099,800000099,800000099,810110099,811110199,811110199,80000,80000,80,80,9,0,3,3,2,0,0,0,0,0,0,0,0,0,0,100,0.0430376,0.0141815,0.00151853,0.0954711,174.169,0.00127088,-0.00129088,0.017707,4.21944e-05,98.9808
"TOA5_P_Bio_Atmo_25_00089_2025_05_09_0500.dat",2025-05-09 05:30:00,"2025-05-09","05:30",129.229,0,18000,18000,0.00450507,5,0.000809519,-3.49833,5,0.673706,1.09053,6,0.202081,17.888,6,3.20847,0.0242389,6,0.0044916,-0.646619,-0.00843035,0.928738,-0.000187379,-3.17093e-11,-3.50664e-13,23.544,532.747,536.376,0,0,260.366,5.89148,5.92639,0,0,274.592,274.592,100647,1.2741,1008.36,0.0226827,0.00157068,0.0046804,593.121,676.306,0.0036735,87.7,83.1857,272.742,0.0694437,0.145907,-0.0035287,0.161629,-3.10017e-14,-1.34681e-15,0.161629,0.723296,91.2907,64.5481,-1.25099,-9999,0.0594634,0.0437412,5.26187,0.388816,-3.20792,-0.0457923,1,1.207,1,1,2,4,8,31,0.00437834,1.02895,-3.28256,1.05103,0.920493,1.18472,15.0989,1.18472,0.0204596,1.18472,800000099,811100099,800000099,800000099,800100099,810110099,811110199,811110199,80000,80000,80,81,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,100,0.0807247,0.00603785,0.000719607,0.0784241,1141.45,0.00217661,-0.00255501,0.344516,0.00046683,98.8783
"TOA5_P_Bio_Atmo_25_00090_2025_05_09_0530.dat",2025-05-09 06:00:00,"2025-05-09","06:00",129.25,0,18000,17999,0.00120631,7,0.000495643,0.384505,7,0.429909,0.333028,6,0.126328,-0.197739,8,0.729316,0.00740093,6,0.00280741,-0.270368,0.0869279,-0.665707,0.00193181,1.56212e-11,1.77948e-13,23.0182,520.344,523.868,0.6,0,262.211,5.92747,5.96281,1.5,0,274.42,274.42,100647,1.27488,1008.38,0.0226685,0.00047958,0.00471195,596.744,667.997,0.00369599,89.3333,71.253,272.825,-0.185145,-0.124387,-0.00360055,0.223078,1.61268e-14,6.78645e-16,0.223078,0.775854,331.442,213.895,-0.924812,-9999,0.0307606,0.0333781,-6.62728,-0.308709,1.15457,0.00972333,1,9.44457,4,8,13,20,33,79,0.00116696,1.03372,0.39027,1.03314,0.307202,1.08407,-0.182405,1.08407,0.00682699,1.08407,800000099,811100099,800000099,800000099,800000099,800100199,811110199,811110199,80000,80000,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.0561458,0.00988418,0.00072647,0.0350963,142.232,0.00165098,0.000303579,-0.0041595,0.000155681,98.7521
"TOA5_P_Bio_Atmo_25_00091_2025_05_09_0600.dat",2025-05-09 06:30:00,"2025-05-09","06:30",129.271,1,18000,18000,0.00131841,5,0.000543844,0.113381,8,0.353641,0.0288364,8,0.0916603,-2.57642,7,1.34878,0.000640814,8,0.00203691,-0.059549,-0.182819,0.630736,-0.00406266,7.55004e-12,8.30329e-14,23.5209,532.094,535.722,0,0,258.675,5.85179,5.88623,0,0,274.382,274.382,100647,1.27509,1008.34,0.0226654,4.15247e-05,0.00465243,589.125,666.18,0.0036487,88.4333,77.0548,272.649,-0.0765005,0.0546747,-0.000617927,0.0940321,-1.3039e-14,3.20993e-16,0.0940321,0.735058,48.1896,144.447,-0.376519,-9999,0.0321554,0.0674195,-25.6728,-0.0796914,3.93185,0.00274244,1,2.38515,1,2,4,6,11,30,0.00123882,1.06424,0.109263,1.05383,0.0260239,1.10808,-2.32513,1.10808,0.000578311,1.10808,800000099,811100099,800000099,800000099,800000099,800000099,811110199,811110199,80000,80000,80,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.0508322,0.0831434,0.000863255,0.0502603,298.927,0.00123113,8.49815e-05,-0.0530102,1.31848e-05,98.7817
"TOA5_P_Bio_Atmo_25_00092_2025_05_09_0630.dat",2025-05-09 07:00:00,"2025-05-09","07:00",129.292,1,18000,17998,0.00244507,5,0.000535461,-0.229928,7,0.300123,1.73955,7,1.02461,1.67074,5,2.60555,0.0386733,7,0.0227789,0.700338,0.135406,-0.680933,0.00301032,1.78433e-11,2.02965e-13,22.8781,519.388,523.117,0,0,260.235,5.90796,5.94307,1.5,0,274.828,274.828,100647,1.273,1008.37,0.0227023,0.00250603,0.00468946,594.78,687.872,0.0036838,86.4667,93.092,272.78,0.152638,0.121103,-0.00574905,0.194929,8.9697e-15,7.79931e-16,0.194929,0.536488,133.66,38.4285,-1.69007,-9999,0.0438261,0.0172762,32.0528,0.0638291,-0.132176,-0.00408703,1,4.11443,2,4,7,13,28,109,0.00239388,1.02139,-0.133947,1.02686,1.59336,1.09175,1.53033,1.09175,0.0354231,1.09175,800000099,811100099,800000099,800000099,800000099,800100099,811110199,811110199,80000,80000,80,81,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,0.0268973,0.00681586,0.000839087,0.088489,662.275,0.0463261,-0.000104348,0.0349484,0.000808965,98.8971
"TOA5_P_Bio_Atmo_25_00093_2025_05_09_0700.dat",2025-05-09 07:30:00,"2025-05-09","07:30",129.312,1,18000,18000,-0.0036417,5,0.000701083,-0.835908,9,2.51532,10.5178,2,1.81655,9.26605,4,2.22714,0.234122,2,0.0404358,2.05843,-1.51174,-1.73884,-0.0336507,1.13936e-10,1.23513e-12,21.2266,486.787,490.357,0,0,230.108,5.27704,5.30504,1.3,0,276.147,276.147,100647,1.26722,1008.05,0.0228112,0.0151711,0.00416867,531.263,755.637,0.00328962,70.3067,224.374,271.24,0.216411,0.191223,0.00182935,0.288796,2.5221e-15,5.36759e-15,0.288796,0.715209,138.56,41.4641,0.362937,-9999,0.0536076,0.0165263,16.1339,0.126807,-0.0794755,-0.0122067,1,5.41726,2,5,10,19,41,173,-0.00357984,1.01728,-0.266895,1.02501,9.64187,1.09085,8.49436,1.09085,0.214624,1.09085,800000099,800000099,800000099,800000099,800011099,800011099,811110199,811110199,80000,80000,80,81,0,1,0,31,27,3,0,0,0,0,0,0,0,0,0,100,0.0148299,0.01335,0.00487265,0.175595,89.5342,0.0288769,-0.000208933,0.194795,0.00492181,99.3689
"TOA5_P_Bio_Atmo_25_00094_2025_05_09_0730.dat",2025-05-09 08:00:00,"2025-05-09","08:00",129.333,1,18000,18000,-0.00526933,5,0.000625477,11.1013,1,2.95788,30.7598,1,4.53364,-1.37883,1,1.26732,0.685585,1,0.101048,2.10869,-1.25775,-1.03272,-0.0280332,-9.16e-11,-9.30812e-13,20.2039,467.329,470.745,0.2,0,205.306,4.74887,4.77153,1.1,0,277.504,277.504,100647,1.26128,1007.78,0.0229233,0.0444259,0.00373308,478.089,831.507,0.00295977,57.4967,353.418,269.819,-0.102531,-0.0147182,-0.0113064,0.104197,2.19104e-14,-4.53378e-15,0.104197,0.93806,358.346,188.169,-6.22939,-9999,0.0646357,0.0384371,-2.12929,-0.960838,0.360904,0.135122,1,0.542281,1,1,1,2,4,-9999,-0.0049732,1.05955,12.1806,1.05061,27.8554,1.10427,-1.24864,1.10427,0.620851,1.10427,800000099,800000099,800000099,800000099,800000099,800010099,811110199,811110199,80000,80000,81,81,0,3,0,22,4,0,0,0,0,0,0,0,0,0,0,100,0.0266271,0.0403158,0.0099312,0.171561,17.7604,0.0824746,0.00958283,-0.0287595,0.0142999,99.5975
"TOA5_P_Bio_Atmo_25_00095_2025_05_09_0800.dat",2025-05-09 08:30:00,"2025-05-09","08:30",129.354,1,18000,18000,0.000571003,6,0.00283248,28.6293,1,6.27302,62.4702,1,8.34224,-7.26581,1,0.799848,1.39422,1,0.186184,2.169,0.773038,-0.327398,0.0172528,4.56973e-11,5.02981e-13,19.7986,461.129,464.609,0.1,0,217.919,5.07557,5.10146,0.8,0,278.907,278.907,100647,1.25477,1007.99,0.0230392,0.0903455,0.00396983,510.98,916.94,0.00316378,55.7267,405.96,270.714,-0.142607,-0.218986,-0.0182611,0.261964,-2.01713e-14,2.30811e-15,0.261964,1.11549,297.26,236.927,-3.99723,-9999,0.0213322,0.0636083,-0.0296838,-68.923,0.458286,1.0611,1,2.23336,1,2,3,4,6,13,0.000554397,1.02995,31.1602,1.03062,57.7719,1.08133,-6.71935,1.08133,1.28936,1.08133,800000099,800000099,800000099,800000099,800000099,800001099,800100199,811100199,80000,80000,81,81,1,4,0,19,17,2,0,0,0,0,0,0,0,0,0,100,0.0478721,0.053453,0.0258914,0.244004,3.55432,0.133,0.0246367,-0.155598,0.0298575,99.6701
"TOA5_P_Bio_Atmo_25_00096_2025_05_09_0830.dat",2025-05-09 09:00:00,"2025-05-09","09:00",129.375,1,18000,18000,0.043774,4,0.0091412,5.32733,8,4.43401,133.981,4,17.9612,4.51502,7,4.03492,2.99608,4,0.40165,3.15871,0.799709,-0.589701,0.0178831,-1.99262e-10,-2.39918e-12,19.186,449.88,453.32,0.6,0,231.006,5.41671,5.44621,0.4,0,280.966,280.966,100647,1.24542,1008.21,0.0232092,0.194146,0.00420562,545.324,1056.28,0.00337686,51.6267,510.959,271.594,0.130168,-0.0640766,-0.027392,0.147647,2.49893e-14,-1.03858e-14,0.147647,1.56069,216.81,333.791,-10.6916,-9999,0.187478,0.19705,-108.294,-0.018892,0.0397619,0.0226305,1,0.125379,1,1,7,-9999,-9999,-9999,0.0418529,1.0459,12.2705,1.04133,122.536,1.0934,4.12935,1.0934,2.74016,1.0934,800000099,800000099,800000099,800000099,800000099,800000099,800000199,811000199,80000,80000,81,81,3,1,0,10,13,5,0,0,0,0,0,0,0,0,0,100,0.160391,0.184984,0.0487244,0.462894,23.6074,0.256302,0.00977234,0.0963612,0.0639434,99.6978
"TOA5_P_Bio_Atmo_25_00097_2025_05_09_0900.dat",2025-05-09 09:30:00,"2025-05-09","09:30",129.396,1,18000,17998,-0.0176132,1,0.00388007,75.2128,1,10.278,116.483,1,12.6634,-11.9825,1,1.53085,2.60857,1,0.283591,2.31484,0.0967816,-0.337992,0.00216737,-4.00164e-11,-4.92607e-13,18.7985,443.398,446.806,0,0,231.412,5.45828,5.48823,0.2,0,282.482,282.482,100647,1.23872,1008.25,0.0233345,0.169035,0.00421514,549.509,1170.58,0.00340283,46.9433,621.07,271.698,-0.428146,0.080948,-0.00380233,0.435747,-2.51519e-14,-2.1287e-15,0.435747,2.02657,12.6389,169.294,-0.49997,-9999,0.119243,0.237215,-1.97371,-1.03658,0.645698,0.505031,1,2.3752,1,2,3,5,8,19,-0.0172529,1.02088,79.8899,1.02465,108.299,1.07557,-11.1406,1.07557,2.4253,1.07557,800000099,800000099,800000099,800000099,800000099,800000099,800000199,810100199,80000,80000,81,81,0,0,0,11,14,6,0,0,0,0,0,0,0,0,0,100,0.196554,0.222882,0.0549926,0.453542,7.63373,0.234195,0.0639661,-0.261388,0.0569039,99.6824
"TOA5_P_Bio_Atmo_25_00098_2025_05_09_0930.dat",2025-05-09 10:00:00,"2025-05-09","10:00",129.417,1,18000,18000,-0.029393,1,0.00594076,102.977,2,12.8229,150.37,1,16.7225,-19.9428,4,4.40045,3.37223,1,0.37502,2.24116,0.330315,-0.583301,0.0074077,1.11956e-11,1.45105e-13,18.2192,432.152,435.461,0,0,236.137,5.60109,5.63264,0.1,0,283.958,283.958,100647,1.23221,1008.36,0.0234564,0.21852,0.00430295,563.886,1292.13,0.00349205,43.64,728.246,272.05,-0.267196,0.298046,-0.000408932,0.400282,-4.6694e-14,6.14496e-16,0.400282,2.68352,36.5524,131.876,-0.0585339,-9999,0.154447,0.426275,-3.13256,-0.653107,0.684821,0.536611,1,1.44033,1,1,2,3,5,11,-0.0287566,1.02213,108.859,1.02546,139.72,1.07623,-18.5303,1.07623,3.13338,1.07623,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,81,81,0,0,0,8,7,3,0,0,0,0,0,0,0,0,0,100,0.272619,0.502762,0.077169,0.519649,43.5955,0.357372,0.0876122,-0.437103,0.073912,99.6651
"TOA5_P_Bio_Atmo_25_00099_2025_05_09_1000.dat",2025-05-09 10:30:00,"2025-05-09","10:30",129.437,1,18000,17999,-0.0388201,1,0.00741971,86.8935,1,9.4945,140.66,1,13.3353,-13.0972,1,1.28881,3.15723,1,0.299321,1.38879,-0.455853,-0.5049,-0.010232,-5.9977e-11,-7.67228e-13,17.7387,422.387,425.45,0,0,226.914,5.40319,5.43254,0.1,0,284.875,284.875,100647,1.22834,1008.27,0.0235322,0.204588,0.00413755,543.963,1373.18,0.00336842,39.6133,829.218,271.56,-0.0234955,0.929183,0.00106512,0.929481,-1.36823e-14,-3.38114e-15,0.929481,3.61201,83.4065,91.4485,0.0656567,-9999,0.177775,0.584811,-5.66132,-0.361382,0.617755,0.394659,1,5.45326,2,4,7,12,19,47,-0.0383114,1.01328,93.0861,1.02014,130.769,1.07564,-12.1762,1.07564,2.93522,1.07564,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,81,81,3,6,4,13,11,8,0,0,0,0,0,0,0,0,0,100,0.463033,0.583869,0.122722,0.368648,5.35002,0.280618,0.0751606,-0.288089,0.0694474,99.6603
"TOA5_P_Bio_Atmo_25_00100_2025_05_09_1030.dat",2025-05-09 11:00:00,"2025-05-09","11:00",129.458,1,18000,17999,-0.0830851,1,0.0103485,115.742,1,11.9346,190.369,1,15.8268,-14.1183,1,1.18817,4.2754,1,0.355446,0.887744,0.087432,-0.156577,0.00196359,-1.7267e-11,-2.24046e-13,17.5781,419.352,422.34,0,0,228.082,5.44125,5.47102,0.1,0,285.463,285.463,100647,1.22579,1008.3,0.0235807,0.277046,0.00415811,547.794,1427.41,0.00339219,38.3767,879.62,271.656,-0.0422269,1.33941,-0.018843,1.34021,2.04117e-14,-9.82303e-16,1.34021,5.71971,84.717,91.8057,-0.805587,-9999,0.260347,0.841581,-13.3497,-0.153254,0.607988,0.359691,0,24.3518,-3.69548,8.35919,20.8156,31.745,44.5229,66.7034,-0.0821461,1.01143,124.195,1.01962,176.164,1.08063,-13.0648,1.08063,3.95638,1.08063,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,81,81,9,16,3,6,9,7,0,0,0,0,0,0,0,0,0,100,0.772358,0.732984,0.177821,0.404638,3.71028,0.274325,0.100484,-0.309764,0.0938049,99.661
