file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,ass_mean
TOA5_P_Bio_Atmo_25_00748_2025_05_22_2230.dat,2025-05-22,23:00,142.958,0,18000,18000,-0.284380E-01,5,0.644803E-02,-30.5276,2,4.56885,1.74696,7,1.60849,3.23793,2,0.573791,0.391141E-01,7,0.360138E-01,-1.80821,-0.234429,0.102809,-0.524882E-02,-0.799907E-10,-0.119217E-11,18.9755,441.609,444.890,0.100000,0,282.809,6.58171,6.62531,1.10000,0,282.263,282.263,100647.,1.23915,1008.86,0.233164E-01,0.253459E-02,0.508665E-02,662.609,1153.43,0.410495E-02,57.4467,490.824,274.272,-0.721077,-1.10274,-0.760161E-01,1.31976,-0.772253E-13,-0.421547E-14,1.31976,4.90885,297.354,236.820,-3.30197,-9999.0,0.151491,0.502342,9.97304,0.243246,-17.4746,-0.161194,1,14.0731,6.00000,13.0000,28.0000,55.0000,124.000,588.000,-0.279947E-01,1.01584,-29.5404,1.03244,1.53415,1.13872,2.84349,1.13872,0.343494E-01,1.13872,800000099,800000099,800000099,800000099,800000099,810100099,800000199,800100199,80000,80000,80,81,2,14,4,14,21,0,0,0,0,0,0,0,0,0,0,93,0.627782,0.315465,0.614361E-01,0.212788,2.89432,0.100499E-01,-0.236298E-01,0.667394E-01,0.806211E-03,91.9931
TOA5_P_Bio_Atmo_25_00749_2025_05_22_2300.dat,2025-05-22,23:30,142.979,0,18000,18000,-0.334327E-01,1,0.671369E-02,-38.9332,1,3.74054,1.25338,4,1.02247,4.45564,1,0.406586,0.280437E-01,4,0.228773E-01,-1.28348,0.115337,0.710710E-01,0.258060E-02,-0.279259E-10,-0.417769E-12,19.0687,442.766,446.139,0.100000,0,285.266,6.62374,6.66791,0.100000,0,281.549,281.549,100647.,1.24227,1008.88,0.232574E-01,0.181723E-02,0.513213E-02,666.841,1099.01,0.413123E-02,60.6767,432.166,274.360,-0.690704,-1.06388,-0.763129E-01,1.27072,-0.888630E-14,-0.146449E-14,1.27072,4.75144,299.090,237.007,-3.44296,-9999.0,0.164050,0.319082,9.93039,0.244291,-31.0626,-0.189360,1,11.6133,5.00000,11.0000,23.0000,44.0000,100.000,469.000,-0.329113E-01,1.01584,-37.7272,1.03238,1.10187,1.13750,3.91705,1.13750,0.246539E-01,1.13750,800000099,800000099,800000099,800000099,800000099,800101099,800100199,800100199,80000,80000,80,81,7,3,5,6,6,0,0,0,0,0,0,0,0,0,0,93,0.408855,0.174644,0.546662E-01,0.132666,1.39677,0.360276E-02,-0.301023E-01,0.917080E-01,0.577209E-03,91.9177
TOA5_P_Bio_Atmo_25_00750_2025_05_22_2330.dat,2025-05-23,00:00,143.000,0,18000,18000,-0.102975E-01,1,0.238751E-02,-18.7725,2,4.12107,-0.429071,4,0.498666,2.75157,4,0.927022,-0.959355E-02,4,0.111496E-01,-1.31225,-0.185148,0.181054,-0.413972E-02,0.454676E-11,0.668842E-13,19.2493,445.708,449.093,0.300000,0,283.163,6.55648,6.59976,0.100000,0,280.820,280.820,100647.,1.24553,1008.82,0.231972E-01,-0.621662E-03,0.509319E-02,660.070,1045.85,0.408918E-02,63.1133,385.779,274.218,-0.119489,-0.654214,-0.438943E-01,0.666484,-0.102528E-13,0.236204E-15,0.666484,1.80992,282.919,259.649,-3.77620,-9999.0,0.909260E-01,0.764605E-01,3.50660,0.691809,43.7515,-0.164310,1,10.6127,5.00000,10.0000,21.0000,40.0000,90.0000,419.000,-0.100195E-01,1.02774,-17.8371,1.05586,-0.354684,1.20973,2.27454,1.20973,-0.793035E-02,1.20973,800000099,800000099,800000099,800000099,800011099,800111099,800100199,811110199,80000,80000,80,81,10,5,5,35,40,14,0,0,0,0,0,0,0,0,0,93,0.753223E-01,0.537846E-01,0.238140E-01,0.182211,7.26680,0.286201E-02,-0.141957E-01,0.531112E-01,-0.185176E-03,91.8717
TOA5_P_Bio_Atmo_25_00751_2025_05_23_0000.dat,2025-05-23,00:30,143.021,0,18000,18000,-0.248526E-01,1,0.478196E-02,-28.7187,1,3.82655,-0.754402,1,1.95752,4.06429,1,0.514679,-0.168560E-01,1,0.437378E-01,-1.30654,0.679712E-01,0.238954,0.151871E-02,0.272931E-10,0.399525E-12,19.4638,449.580,453.038,0.200000,0,284.917,6.58110,6.62469,0.100000,0,280.096,280.096,100647.,1.24874,1008.82,0.231374E-01,-0.109227E-02,0.512552E-02,662.548,995.314,0.410457E-02,66.5667,332.767,274.270,-0.123943,-0.842297,-0.766622E-01,0.854811,-0.155087E-14,0.140225E-14,0.854811,2.56049,282.430,261.629,-5.14538,-9999.0,0.141076,0.180002,8.56116,0.283361,38.0681,-0.161594,1,7.58607,3.00000,7.00000,15.0000,28.0000,63.0000,288.000,-0.244363E-01,1.01704,-27.8710,1.03401,-0.664924,1.13457,3.58223,1.13457,-0.148567E-01,1.13457,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,80,81,15,4,3,14,24,0,0,0,0,0,0,0,0,0,0,93,0.193228,0.111270,0.555069E-01,0.116106,1.91156,0.922453E-02,-0.221241E-01,0.834328E-01,-0.346024E-03,91.7367
TOA5_P_Bio_Atmo_25_00752_2025_05_23_0030.dat,2025-05-23,01:00,143.042,0,18000,18000,-0.267898E-01,1,0.398985E-02,-26.9561,1,3.67249,-0.834779,7,1.48713,3.47154,1,0.524348,-0.186444E-01,7,0.332144E-01,-0.763953,0.608904,-0.512181E-02,0.135996E-01,0.283677E-10,0.429220E-12,19.4820,449.497,453.094,0.200000,0,294.774,6.80115,6.84772,0.100000,0,279.674,279.674,100647.,1.25052,1008.94,0.231025E-01,-0.120816E-02,0.530490E-02,684.701,966.819,0.424217E-02,70.8200,282.118,274.728,-0.234798,-0.774038,-0.470379E-01,0.810233,-0.395040E-14,0.145610E-14,0.810233,2.91802,290.022,253.125,-3.32817,-9999.0,0.146367,0.169905,10.1864,0.238150,32.2913,-0.145968,1,6.48484,3.00000,6.00000,13.0000,24.0000,53.0000,235.000,-0.263707E-01,1.01589,-26.2365,1.03135,-0.743176,1.12326,3.09060,1.12326,-0.165985E-01,1.12326,800000099,800000099,800000099,800000099,800000099,800100099,800100199,810100199,80000,80000,80,81,9,14,8,8,13,0,0,0,0,0,0,0,0,0,0,93,0.131866,0.155264,0.526799E-01,0.118992,2.15684,0.613510E-02,-0.207946E-01,0.718897E-01,-0.386093E-03,91.6224
TOA5_P_Bio_Atmo_25_00753_2025_05_23_0100.dat,2025-05-23,01:30,143.062,0,18000,18000,-0.358964E-01,1,0.558260E-02,-33.8244,1,3.94476,-1.05314,2,0.399844,3.87579,1,0.509855,-0.235153E-01,2,0.892806E-02,-0.480129,0.329904,-0.103125,0.736637E-02,0.494466E-10,0.764085E-12,19.4264,447.830,451.482,0.200000,0,300.191,6.92023,6.96845,0.100000,0,279.409,279.409,100647.,1.25165,1009.00,0.230806E-01,-0.152379E-02,0.540291E-02,696.689,949.298,0.431664E-02,73.3900,252.608,274.971,-0.158873,-0.916118,-0.759283E-01,0.932887,0.128980E-13,0.254533E-14,0.932887,2.79647,283.598,260.162,-4.66850,-9999.0,0.169349,0.223905,12.5742,0.192927,32.1178,-0.158152,1,6.49354,3.00000,6.00000,12.0000,24.0000,52.0000,228.000,-0.353838E-01,1.01449,-33.0088,1.02867,-0.944033,1.11557,3.47426,1.11557,-0.210792E-01,1.11557,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,80,81,2,5,2,11,22,28,0,0,0,0,0,0,0,0,0,93,0.199023,0.175218,0.735695E-01,0.105450,1.52458,0.427584E-03,-0.261370E-01,0.807470E-01,-0.489912E-03,91.5172
TOA5_P_Bio_Atmo_25_00754_2025_05_23_0130.dat,2025-05-23,02:00,143.083,0,18000,18000,-0.335167E-01,1,0.564336E-02,-42.3735,1,4.21100,-2.81125,1,0.705029,4.30910,1,0.449442,-0.627538E-01,1,0.157380E-01,-0.545660,-0.228012,0.809861E-01,-0.508978E-02,0.369875E-10,0.563127E-12,19.4989,449.138,452.765,0.200000,0,296.867,6.83804,6.88512,0.100000,0,279.108,279.108,100647.,1.25304,1008.95,0.230557E-01,-0.406645E-02,0.534450E-02,688.415,929.746,0.426524E-02,74.0433,241.331,274.804,0.997655E-01,-1.02062,-0.445585E-01,1.02645,0.221566E-13,0.189690E-14,1.02645,3.37500,265.642,275.583,-2.48800,-9999.0,0.163549,0.234866,9.04070,0.268331,15.0728,-0.204933,1,8.08907,4.00000,8.00000,16.0000,30.0000,68.0000,309.000,-0.329721E-01,1.01652,-41.2383,1.03336,-2.47436,1.13615,3.79271,1.13615,-0.552336E-01,1.13615,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800100199,80000,80000,80,81,2,6,2,1,12,0,0,0,0,0,0,0,0,0,0,93,0.261560,0.153918,0.542536E-01,0.139161,1.44031,0.148640E-02,-0.326188E-01,0.880460E-01,-0.128222E-02,91.4838
TOA5_P_Bio_Atmo_25_00755_2025_05_23_0200.dat,2025-05-23,02:30,143.104,0,18000,18000,-0.216345E-01,1,0.412203E-02,-31.0173,1,3.70994,-2.05043,1,0.388695,3.82702,1,0.426133,-0.457562E-01,1,0.867388E-02,-0.602087,-0.356663,0.491214E-01,-0.795906E-02,0.923765E-11,0.137758E-12,19.5455,449.930,453.534,0.100000,0,291.476,6.70967,6.75499,0.100000,0,278.776,278.776,100647.,1.25459,1008.87,0.230283E-01,-0.296500E-02,0.525041E-02,675.492,908.611,0.418496E-02,74.3433,233.119,274.540,0.864200E-01,-0.938578,-0.495029E-01,0.943847,0.235593E-14,0.472623E-15,0.943847,2.83013,266.454,275.261,-3.00643,-9999.0,0.131318,0.193619,6.39303,0.379460,15.1272,-0.186613,1,10.2846,5.00000,10.0000,21.0000,40.0000,89.0000,422.000,-0.212191E-01,1.01958,-30.0008,1.03964,-1.76971,1.15863,3.30307,1.15863,-0.394916E-01,1.15863,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800100199,80000,80000,80,81,4,15,2,7,10,8,0,0,0,0,0,0,0,0,0,93,0.192048,0.150122,0.450670E-01,0.142935,1.69797,0.544723E-03,-0.237025E-01,0.765782E-01,-0.915572E-03,91.4719
TOA5_P_Bio_Atmo_25_00756_2025_05_23_0230.dat,2025-05-23,03:00,143.125,0,18000,18000,-0.279404E-01,1,0.483970E-02,-31.7716,2,4.35777,-5.93704,7,2.68774,4.77039,2,0.572356,-0.132520,7,0.599929E-01,0.477555,0.393296,-0.979977E-01,0.877875E-02,-0.480040E-10,-0.733569E-12,19.4420,448.348,452.022,0.200000,0,297.101,6.85139,6.89866,1.10000,0,279.039,279.039,100647.,1.25334,1008.95,0.230501E-01,-0.858732E-02,0.535625E-02,689.760,925.355,0.427359E-02,74.5400,235.595,274.831,0.121672,-0.928610,-0.547944E-01,0.938149,0.693253E-13,-0.246909E-14,0.938149,3.38006,261.022,277.465,-3.34837,-9999.0,0.149308,0.280289,9.17403,0.264431,5.35141,-0.168274,1,8.10868,4.00000,8.00000,16.0000,30.0000,68.0000,310.000,-0.274868E-01,1.01650,-31.1240,1.03310,-5.23973,1.13308,4.21010,1.13308,-0.116956,1.13308,800000099,800000099,800000099,800000099,800000099,800100099,800000199,810110199,80000,80000,80,81,9,4,1,15,30,0,0,0,0,0,0,0,0,0,0,93,0.239706,0.260214,0.606578E-01,0.122593,1.96852,0.152500E-01,-0.246124E-01,0.977128E-01,-0.271445E-02,91.4615
TOA5_P_Bio_Atmo_25_00757_2025_05_23_0300.dat,2025-05-23,03:30,143.146,0,18000,18000,-0.329039E-01,1,0.473895E-02,-21.4523,1,3.01717,0.894503,7,1.18777,3.83284,1,0.534016,0.199674E-01,7,0.265138E-01,0.117116,0.569321,-0.207678E-01,0.127086E-01,0.538359E-10,0.847965E-12,19.4046,448.013,451.790,0.100000,0,305.640,7.05661,7.10676,0.100000,0,279.104,279.104,100647.,1.25295,1009.07,0.230554E-01,0.129389E-02,0.551540E-02,710.419,929.503,0.440193E-02,76.4300,219.084,275.244,-0.429982,-0.887458,-0.516354E-01,0.987488,0.185316E-12,0.277439E-14,0.987488,3.49678,295.313,244.149,-2.99734,-9999.0,0.162053,0.438433,17.3726,0.139639,-23.9824,-0.104704,1,7.85090,3.00000,7.00000,15.0000,28.0000,61.0000,264.000,-0.324836E-01,1.01294,-20.9218,1.02536,0.810653,1.10344,3.47355,1.10344,0.180957E-01,1.10344,800000099,800000099,800000099,800000099,800000099,800100099,800100199,800100199,80000,80000,80,81,2,4,6,7,12,0,0,0,0,0,0,0,0,0,0,93,0.244342,0.579272,0.532525E-01,0.694575E-01,1.94993,0.482582E-02,-0.165479E-01,0.806536E-01,0.420169E-03,91.4551
TOA5_P_Bio_Atmo_25_00758_2025_05_23_0330.dat,2025-05-23,04:00,143.167,0,18000,18000,-0.333363E-01,1,0.606079E-02,-24.7924,1,2.69513,1.80343,1,0.849451,4.62379,1,0.510454,0.402759E-01,1,0.189707E-01,0.900758,0.296275,-0.669826E-01,0.661669E-02,0.432589E-10,0.693380E-12,19.3121,446.929,450.757,0.100000,0,309.546,7.16364,7.21533,0.100000,0,279.602,279.602,100647.,1.25067,1009.14,0.230966E-01,0.260988E-02,0.558909E-02,721.195,962.021,0.446888E-02,74.9667,240.826,275.455,0.464963,-1.23695,-0.807314E-01,1.32391,-0.228806E-13,0.223999E-14,1.32391,4.03083,247.317,290.601,-3.49603,-9999.0,0.163263,0.424377,15.3717,0.157816,-13.7474,-0.120320,1,12.4602,5.00000,12.0000,24.0000,46.0000,102.000,462.000,-0.328984E-01,1.01331,-24.1009,1.02705,1.61557,1.11628,4.14214,1.11628,0.360804E-01,1.11628,800000099,800000099,800000099,800000099,800000099,800100099,800000199,800110199,80000,80000,80,81,9,2,3,4,18,0,0,0,0,0,0,0,0,0,0,93,0.400747,0.345132,0.102874,0.366715E-01,1.08685,0.931446E-03,-0.190959E-01,0.963597E-01,0.839348E-03,91.5018
TOA5_P_Bio_Atmo_25_00759_2025_05_23_0400.dat,2025-05-23,04:30,143.187,0,18000,18000,-0.424830E-01,1,0.645408E-02,-24.8448,1,2.67679,-0.737140,1,0.355836,3.85345,1,0.481986,-0.164571E-01,1,0.794426E-02,-0.622102,0.332156E-01,0.144809,0.741560E-03,0.254572E-10,0.406597E-12,19.4382,449.269,453.113,0.200000,0,310.462,7.17562,7.22749,0.700000,0,279.258,279.258,100647.,1.25220,1009.14,0.230682E-01,-0.106642E-02,0.560533E-02,722.401,939.485,0.447638E-02,76.8933,217.084,275.478,-0.101555,-1.15241,-0.604442E-01,1.15845,-0.264709E-14,0.130965E-14,1.15845,3.50832,278.170,264.964,-2.99086,-9999.0,0.184192,0.324707,22.0270,0.110133,33.7044,-0.106743,1,8.37150,4.00000,8.00000,16.0000,29.0000,63.0000,267.000,-0.419806E-01,1.01197,-24.3646,1.02368,-0.670449,1.09947,3.50482,1.09947,-0.149682E-01,1.09947,800000099,800000099,800000099,800000099,800000099,800101099,800000199,800110199,80000,80000,80,81,5,17,5,13,18,10,0,0,0,0,0,0,0,0,0,93,0.297762,0.257959,0.936923E-01,0.440228E-01,1.22824,0.284857E-03,-0.192812E-01,0.814344E-01,-0.347786E-03,91.4727
TOA5_P_Bio_Atmo_25_00760_2025_05_23_0430.dat,2025-05-23,05:00,143.208,0,18000,18000,-0.738318E-01,1,0.731330E-02,-20.1096,1,1.62451,1.37738,2,1.08778,4.40198,1,0.378908,0.307531E-01,2,0.242872E-01,0.146678,0.245970,0.463249E-01,0.549187E-02,-0.402590E-10,-0.649878E-12,19.4630,450.018,453.904,0.100000,0,314.180,7.26438,7.31754,0.100000,0,279.339,279.339,100647.,1.25180,1009.19,0.230749E-01,0.199280E-02,0.567301E-02,731.337,944.758,0.453190E-02,77.4100,213.421,275.651,0.323160,-1.62618,-0.774451E-01,1.65978,-0.700039E-15,-0.206849E-14,1.65978,4.52775,258.690,281.240,-2.67438,-9999.0,0.242859,0.367050,62.3800,0.388891E-01,-14.5999,-0.655453E-01,0,34.9024,-5.29658,11.9809,29.8341,45.4988,63.8128,95.6032,-0.731202E-01,1.00973,-19.6948,1.01963,1.26543,1.08847,4.04421,1.08847,0.282537E-01,1.08847,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800010199,80000,80000,80,81,7,1,2,9,10,0,0,0,0,0,0,0,0,0,0,93,0.379615,0.257998,0.964885E-01,0.177534E-01,0.843007,0.246595E-02,-0.155900E-01,0.940027E-01,0.656722E-03,91.4486
TOA5_P_Bio_Atmo_25_00761_2025_05_23_0500.dat,2025-05-23,05:30,143.229,0,18000,18000,-0.620228E-01,1,0.887333E-02,-22.5822,1,1.89995,2.38463,2,0.682755,4.50777,1,0.418183,0.532433E-01,2,0.152443E-01,0.270748E-01,-0.164894,0.609145E-01,-0.368170E-02,0.843203E-10,0.134704E-11,19.4981,451.002,454.882,0.100000,0,311.487,7.20488,7.25716,0.100000,0,279.354,279.354,100647.,1.25176,1009.16,0.230761E-01,0.345017E-02,0.562624E-02,725.346,945.734,0.449468E-02,76.6967,220.387,275.535,0.359018,-1.65414,-0.921658E-01,1.69516,-0.130652E-13,0.432454E-14,1.69516,4.23794,257.273,282.246,-3.11671,-9999.0,0.222595,0.444738,42.7721,0.567169E-01,-9.46988,-0.803104E-01,0,29.6188,-4.49477,10.1672,25.3177,38.6112,54.1527,81.1306,-0.613903E-01,1.01030,-22.0420,1.02101,2.17759,1.09508,4.11639,1.09508,0.486205E-01,1.09508,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800010199,80000,80000,80,81,11,3,2,8,8,0,0,0,0,0,0,0,0,0,0,93,0.430869,0.336492,0.122115,0.159737E-01,0.685041,0.562382E-03,-0.174491E-01,0.956799E-01,0.113012E-02,91.4862
TOA5_P_Bio_Atmo_25_00762_2025_05_23_0530.dat,2025-05-23,06:00,143.250,1,18000,18000,-0.813580E-01,1,0.886229E-02,-16.6818,1,1.21078,0.932945,4,0.574568,2.93763,1,0.244580,0.208319E-01,4,0.128296E-01,0.130567,-0.712302E-01,-0.164487E-01,-0.159051E-02,-0.370788E-10,-0.590577E-12,19.4753,450.736,454.614,0.100000,0,310.195,7.17916,7.23108,0.100000,0,279.426,279.426,100647.,1.25145,1009.14,0.230821E-01,0.134991E-02,0.560472E-02,722.758,950.455,0.447859E-02,76.0433,227.697,275.485,0.290653,-1.79114,-0.899138E-01,1.81679,-0.210020E-14,-0.190389E-14,1.81679,5.37984,261.015,279.217,-2.83675,-9999.0,0.254973,0.554429,87.0204,0.278774E-01,-17.8808,-0.518062E-01,0,31.2860,-4.74777,10.7395,26.7428,40.7844,57.2007,85.6971,-0.805995E-01,1.00941,-16.3560,1.01915,0.857617,1.08783,2.70044,1.08783,0.191499E-01,1.08783,800000099,800000099,800000099,800000099,800000099,800000099,800010199,800010199,80000,80000,80,81,14,5,3,12,22,0,0,0,0,0,0,0,0,0,0,93,0.562158,0.406853,0.139849,0.944508E-02,0.349156,0.938859E-03,-0.129513E-01,0.627826E-01,0.445217E-03,91.5022
TOA5_P_Bio_Atmo_25_00763_2025_05_23_0600.dat,2025-05-23,06:30,143.271,1,18000,18000,-0.107270,1,0.116131E-01,-17.2158,2,1.96386,2.26387,4,1.24331,2.85129,4,0.949691,0.505582E-01,4,0.277664E-01,0.289269,-0.191945E-01,-0.133287,-0.428663E-03,0.104871E-09,0.167677E-11,19.3682,448.580,452.449,0.100000,0,309.674,7.17223,7.22404,0.100000,0,279.586,279.586,100647.,1.25073,1009.15,0.230953E-01,0.327617E-02,0.559610E-02,722.060,960.995,0.447425E-02,75.1367,238.935,275.472,0.358775,-2.02337,-0.114657,2.05813,0.730807E-14,0.541462E-14,2.05813,5.51020,260.074,280.055,-3.19355,-9999.0,0.292859,0.632834,127.769,0.189866E-01,-7.60458,-0.465748E-01,0,33.2995,-5.05332,11.4306,28.4639,43.4092,60.8820,91.2124,-0.106292,1.00921,-16.8121,1.01904,2.07815,1.08937,2.61738,1.08937,0.464105E-01,1.08937,800000099,800000099,800000099,800000099,800000099,800010099,800010199,800010199,80000,80000,80,81,11,4,0,4,2,0,0,0,0,0,0,0,0,0,0,93,0.668439,0.439338,0.157890,0.143755E-01,2.19920,0.182690E-02,-0.133200E-01,0.608859E-01,0.107961E-02,91.5222
TOA5_P_Bio_Atmo_25_00764_2025_05_23_0630.dat,2025-05-23,07:00,143.292,1,18000,18000,-0.122732,1,0.153483E-01,-5.16729,1,1.33756,2.61129,6,1.78724,0.398008,7,0.471578,0.583363E-01,6,0.399270E-01,0.624997,0.148895,-0.275495,0.332632E-02,-0.384774E-10,-0.626053E-12,19.1403,444.118,447.983,0.100000,0,311.426,7.22610,7.27870,0.100000,0,279.932,279.932,100647.,1.24916,1009.18,0.231239E-01,0.378019E-02,0.563117E-02,727.483,984.149,0.450795E-02,73.9200,256.666,275.577,0.424727,-2.49961,-0.154059,2.54011,-0.492074E-13,-0.201028E-14,2.54011,6.91631,261.477,279.643,-3.47715,-9999.0,0.313450,1.12771,521.949,0.464777E-02,-1.97883,-0.130770E-01,0,29.1145,-4.41824,9.99406,24.8866,37.9537,53.2306,79.7491,-0.121637,1.00900,-4.94293,1.01917,2.38873,1.09317,0.364085,1.09317,0.533642E-01,1.09317,800000099,800000099,800000099,800000099,800000099,800000099,800010199,800010199,80000,80000,80,81,21,1,2,7,24,0,0,0,0,0,0,0,0,0,0,93,1.26518,0.737144,0.253096,0.527314E-02,0.822752,0.366955E-02,-0.392101E-02,0.848035E-02,0.124297E-02,91.5655
TOA5_P_Bio_Atmo_25_00765_2025_05_23_0700.dat,2025-05-23,07:30,143.312,1,18000,18000,-0.124909,1,0.158231E-01,16.2676,1,3.25888,7.86806,1,2.55454,-3.66779,2,0.847948,0.175791,1,0.570745E-01,0.206881,-0.358520,-0.161393,-0.801021E-02,0.605371E-10,0.973015E-12,18.9999,441.503,445.337,0.100000,0,305.386,7.09632,7.14703,0.100000,0,280.047,280.047,100647.,1.24871,1009.11,0.231333E-01,0.113913E-01,0.552777E-02,714.417,991.925,0.442677E-02,72.0233,277.507,275.322,0.243932,-2.21596,-0.124113,2.23280,-0.135246E-13,0.318618E-14,2.23280,6.77134,265.707,276.282,-3.18650,-9999.0,0.316275,0.899879,-170.314,-0.142437E-01,2.06754,0.408184E-01,0,31.5600,-4.78935,10.8335,26.9770,41.1417,57.7018,86.4477,-0.123699,1.00978,16.4382,1.01813,7.29397,1.07871,-3.40017,1.07871,0.162965,1.07871,800000099,800000099,800000099,800000099,800000099,800000099,800010199,800010199,80000,80000,80,81,6,3,1,2,21,0,0,0,0,0,0,0,0,0,0,93,1.02651,0.562775,0.210462,0.337380E-01,1.96070,0.669338E-02,0.130453E-01,-0.792196E-01,0.379687E-02,91.6533
TOA5_P_Bio_Atmo_25_00766_2025_05_23_0730.dat,2025-05-23,08:00,143.333,1,18000,18000,-0.104190,1,0.132535E-01,17.3740,4,4.44415,11.1106,6,5.78798,-1.78617,1,0.560925,0.248233,6,0.129316,-0.294764E-01,2.12237,0.124607,0.474181E-01,-0.112014E-09,-0.198623E-11,19.1605,443.522,447.638,0.100000,0,339.754,7.86456,7.92690,0.100000,0,280.030,280.030,100647.,1.24842,1009.53,0.231320E-01,0.160855E-01,0.612655E-02,791.759,990.814,0.490744E-02,79.9100,199.054,276.772,0.518912E-01,-2.18247,-0.134733,2.18724,0.314488E-13,-0.584608E-14,2.18724,8.70553,267.930,271.362,-3.53164,-9999.0,0.288890,1.16247,-121.543,-0.199593E-01,1.56374,0.477185E-01,0,28.8835,-4.38319,9.91478,24.6892,37.6526,52.8083,79.1165,-0.103179,1.00980,17.7087,1.01804,10.3069,1.07798,-1.65697,1.07798,0.230277,1.07798,800000099,800000099,800000099,800000099,800000099,800000099,800010199,800010199,80000,80000,80,81,1,10,3,4,20,0,0,0,0,0,0,0,0,0,0,93,1.10174,1.00406,0.219137,0.694201E-01,1.39736,0.584527E-01,0.140509E-01,-0.386329E-01,0.536899E-02,91.3124
TOA5_P_Bio_Atmo_25_00767_2025_05_23_0800.dat,2025-05-23,08:30,143.354,1,18000,18000,-0.780540E-01,1,0.116798E-01,36.8084,1,4.30617,13.6836,1,5.29019,-6.35233,1,0.717866,0.305705,1,0.118188,-0.958133E-01,-0.657093,0.319166E-01,-0.146801E-01,-0.418870E-10,-0.719445E-12,19.1059,444.039,448.254,0.100000,0,328.160,7.62676,7.68538,0.100000,0,279.977,279.977,100647.,1.24877,1009.40,0.231276E-01,0.198097E-01,0.594244E-02,767.820,987.211,0.475863E-02,77.7767,219.391,276.337,0.457403,-2.04780,-0.124105,2.10193,-0.224020E-13,-0.219236E-14,2.10193,5.77216,257.298,282.591,-3.38490,-9999.0,0.250009,0.787966,-37.1823,-0.652434E-01,2.68996,0.116800,0,27.1572,-4.12121,9.32219,23.2136,35.4022,49.6521,74.3878,-0.772934E-01,1.00984,36.9889,1.01788,12.7098,1.07662,-5.90027,1.07662,0.283950,1.07662,800000099,800000099,800000099,800000099,800000099,800001099,800010199,800010199,80000,80000,80,80,12,4,5,5,36,0,0,0,0,0,0,0,0,0,0,93,0.868408,0.516074,0.191451,0.645866E-01,1.64368,0.341921E-01,0.293445E-01,-0.137508,0.661756E-02,91.4784
