file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,diagnostic_flags_LI-7200,,,,,,,,,RSSI_LI-7200,variances,,,,,,covariances,,,custom_variables
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,rand_err_Tau,H,qc_H,rand_err_H,LE,qc_LE,rand_err_LE,co2_flux,qc_co2_flux,rand_err_co2_flux,h2o_flux,qc_h2o_flux,rand_err_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,head_detect_LI-7200,t_out_LI-7200,t_in_LI-7200,aux_in_LI-7200,delta_p_LI-7200,chopper_LI-7200,detector_LI-7200,pll_LI-7200,sync_LI-7200,mean_value_RSSI_LI-7200,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,ass_mean
TOA5_P_Bio_Atmo_25_00414_2025_05_15_2330.dat,2025-05-16,00:00,136.000,0,18000,18000,-0.308798E-01,1,0.537360E-02,-29.0581,1,3.72349,3.92780,2,1.32192,4.53816,1,0.587077,0.880831E-01,2,0.296448E-01,-0.793409E-01,0.256599,-0.124452,0.575440E-02,0.705774E-10,0.105554E-11,19.1761,446.157,449.506,0.100000,0,286.793,6.67262,6.71744,0.500000,0,283.934,283.934,100647.,1.23181,1008.95,0.234545E-01,0.570779E-02,0.512655E-02,671.761,1290.11,0.416179E-02,52.0700,618.351,274.462,-1.26285,-0.273156,-0.401695E-01,1.29267,0.252450E-13,0.368049E-14,1.29267,3.82983,348.678,192.205,-1.78074,-9999.0,0.158330,0.270958,11.9619,0.171035,-7.39808,-0.147670,1,10.6397,5.00000,10.0000,21.0000,40.0000,89.0000,403.000,-0.303963E-01,1.01591,-27.9870,1.03301,3.41997,1.14849,3.95142,1.14849,0.766949E-01,1.14849,800000099,800000099,800000099,800000099,800000099,800100099,800100199,800100199,80000,80000,80,81,7,16,6,7,17,0,0,0,0,0,0,0,0,0,0,93,0.353581,0.138097,0.502378E-01,0.193404,4.23006,0.830271E-02,-0.225187E-01,0.933011E-01,0.181092E-02,94.5258
TOA5_P_Bio_Atmo_25_00415_2025_05_16_0000.dat,2025-05-16,00:30,136.021,0,18000,17993,-0.174516E-01,1,0.149231E-02,-21.6985,1,1.76885,2.89022,2,0.822695,2.85706,1,0.221739,0.647677E-01,2,0.184360E-01,-1.15788,0.561369,0.821227E-01,0.125799E-01,0.302784E-10,0.467594E-12,19.2792,447.736,451.223,0.100000,0,297.732,6.91448,6.96262,0.500000,0,283.174,283.174,100647.,1.23501,1009.06,0.233917E-01,0.419695E-02,0.532664E-02,696.111,1226.27,0.431304E-02,56.7667,530.156,274.959,-1.33032,-0.785616,-0.772229E-01,1.54690,0.183323E-13,0.157052E-14,1.54690,3.72405,329.255,210.564,-2.86146,-9999.0,0.118873,0.151338,6.77968,0.301769,-7.50755,-0.146473,1,22.5496,10.0000,22.0000,47.0000,93.0000,217.000,1109.00,-0.170923E-01,1.02102,-20.6918,1.04380,2.40647,1.20102,2.37886,1.20102,0.539274E-01,1.20102,800000099,800000099,800000099,800000099,800000099,800000099,800000199,801100199,80000,80000,80,81,5,11,6,2,11,1,0,0,0,0,0,0,0,0,0,93,0.145087,0.132506,0.250820E-01,0.167095,2.70376,0.102649E-01,-0.166039E-01,0.560330E-01,0.127024E-02,94.4827
TOA5_P_Bio_Atmo_25_00416_2025_05_16_0030.dat,2025-05-16,01:00,136.042,0,18000,17998,-0.146790E-01,1,0.172584E-02,-17.5210,1,1.82412,0.818119,2,0.600752,2.74596,1,0.296295,0.183226E-01,2,0.134544E-01,-0.949214,0.453209,-0.115417E-01,0.101501E-01,0.155581E-10,0.247156E-12,19.3107,447.515,451.133,0.100000,0,306.769,7.10919,7.16010,0.900000,0,282.552,282.552,100647.,1.23763,1009.16,0.233403E-01,0.118730E-02,0.548869E-02,715.714,1176.13,0.443483E-02,60.8533,460.415,275.348,-1.25979,-0.581466,-0.329630E-01,1.38790,0.131555E-13,0.805673E-15,1.38790,3.26266,333.843,204.776,-1.36092,-9999.0,0.108906,0.131276,6.45651,0.316874,-21.4162,-0.128811,1,21.9926,10.0000,21.0000,46.0000,90.0000,212.000,1085.00,-0.143729E-01,1.02130,-16.7770,1.04422,0.682157,1.19931,2.28961,1.19931,0.152776E-01,1.19931,800000099,800000099,800000099,800000099,800000099,800100099,800100199,800100199,80000,80000,80,81,17,11,12,1,19,2,0,0,0,0,0,0,0,0,0,93,0.150786,0.916400E-01,0.201243E-01,0.170537,3.89857,0.498459E-02,-0.134327E-01,0.538229E-01,0.359137E-03,94.4178
TOA5_P_Bio_Atmo_25_00417_2025_05_16_0100.dat,2025-05-16,01:30,136.062,0,18000,18000,-0.111746E-01,1,0.899044E-03,-17.1999,2,1.75444,2.58834,7,0.668456,2.70352,1,0.287942,0.579354E-01,7,0.149622E-01,-0.910842,0.406623,0.725462E-01,0.910153E-02,0.721847E-10,0.117119E-11,19.4144,448.904,452.633,0.100000,0,314.997,7.28343,7.33687,0.100000,0,281.957,281.957,100647.,1.24017,1009.24,0.232911E-01,0.375421E-02,0.563508E-02,733.254,1129.82,0.454382E-02,64.9000,396.568,275.688,-0.989934,-0.703799,-0.482483E-01,1.21558,-0.482737E-13,0.371810E-14,1.21558,2.62640,324.017,215.411,-2.27476,-9999.0,0.949240E-01,0.893622E-01,4.35518,0.469762,-6.64517,-0.144769,1,23.4782,10.0000,23.0000,49.0000,98.0000,232.000,1209.00,-0.108906E-01,1.02608,-16.2382,1.05371,2.09507,1.23544,2.18830,1.23544,0.468945E-01,1.23544,800000099,800000099,800000099,800000099,800000099,800000099,801100199,811100199,80000,80000,80,81,11,10,5,5,6,0,0,0,0,0,0,0,0,0,0,93,0.641766E-01,0.101701,0.128469E-01,0.173284,5.57602,0.610000E-02,-0.129736E-01,0.513420E-01,0.110024E-02,94.3388
TOA5_P_Bio_Atmo_25_00418_2025_05_16_0130.dat,2025-05-16,02:00,136.083,0,18000,17999,-0.118048E-01,1,0.986930E-03,-18.8588,1,1.46257,-1.27941,4,0.528636,3.76944,1,0.263029,-0.286190E-01,4,0.118250E-01,-1.02569,0.236497,0.108082E-01,0.529018E-02,-0.139490E-10,-0.229356E-12,19.4541,449.110,452.949,0.100000,0,319.872,7.38446,7.43940,0.300000,0,281.288,281.288,100647.,1.24307,1009.28,0.232359E-01,-0.185451E-02,0.572684E-02,743.426,1079.72,0.460702E-02,68.8533,336.298,275.882,-1.15984,-0.743633,-0.430317E-01,1.37843,-0.145514E-14,-0.717023E-15,1.37843,2.82223,326.882,212.666,-1.78894,-9999.0,0.974499E-01,0.914211E-01,4.29771,0.476044,14.7402,-0.154249,1,27.5176,12.0000,27.0000,58.0000,117.000,278.000,1473.00,-0.114965E-01,1.02681,-17.9726,1.05530,-1.02584,1.24718,3.02236,1.24718,-0.229469E-01,1.24718,800000099,800000099,800000099,800000099,800000099,800101099,800100199,801100199,80000,80000,80,81,10,8,7,4,16,0,0,0,0,0,0,0,0,0,0,93,0.849233E-01,0.790723E-01,0.188472E-01,0.132126,3.75383,0.546982E-02,-0.143252E-01,0.707497E-01,-0.537159E-03,94.2776
TOA5_P_Bio_Atmo_25_00419_2025_05_16_0200.dat,2025-05-16,02:30,136.104,0,18000,17997,-0.210063E-01,1,0.213919E-02,-25.8435,1,2.37588,2.84080,7,1.23112,3.38218,2,0.436801,0.635196E-01,7,0.275276E-01,-0.653733,0.506951,0.358575E-01,0.113353E-01,-0.170282E-10,-0.287743E-12,19.5079,449.794,453.767,0.100000,0,329.645,7.60061,7.65883,0.100000,0,280.862,280.862,100647.,1.24485,1009.40,0.232007E-01,0.411607E-02,0.590340E-02,765.187,1048.87,0.474227E-02,72.9533,283.685,276.288,-1.21735,-0.878620,-0.528674E-01,1.50223,-0.883353E-13,-0.872886E-15,1.50223,3.26334,321.958,215.820,-2.01680,-9999.0,0.129902,0.203127,7.42881,0.275401,-9.09728,-0.158327,1,18.6836,8.00000,18.0000,38.0000,75.0000,175.000,871.000,-0.205946E-01,1.01999,-24.7303,1.04168,2.38587,1.19067,2.84056,1.19067,0.533477E-01,1.19067,800000099,800000099,800000099,800000099,800000099,800100099,800000199,810100199,80000,80000,80,81,12,19,7,1,4,4,0,0,0,0,0,0,0,0,0,93,0.176625,0.200092,0.295365E-01,0.155782,5.61538,0.103541E-01,-0.196811E-01,0.664078E-01,0.124718E-02,94.1788
TOA5_P_Bio_Atmo_25_00420_2025_05_16_0230.dat,2025-05-16,03:00,136.125,0,18000,17998,-0.190620E-01,1,0.137840E-02,-18.9434,1,1.39505,-1.18089,4,0.417778,3.29170,1,0.209387,-0.263955E-01,4,0.933824E-02,-0.552212,0.440543,-0.304804E-01,0.984710E-02,-0.216419E-11,-0.375212E-13,19.4949,449.213,453.298,0.100000,0,337.989,7.78815,7.84928,0.700000,0,280.503,280.503,100647.,1.24635,1009.50,0.231710E-01,-0.171043E-02,0.605681E-02,784.067,1023.45,0.485962E-02,76.6100,239.386,276.633,-1.47932,-0.791639,-0.579024E-01,1.67882,-0.154868E-13,-0.111013E-15,1.67882,3.19565,331.824,208.153,-1.97652,-9999.0,0.123670,0.118677,8.74515,0.233947,16.0416,-0.121744,1,23.2689,10.0000,22.0000,48.0000,94.0000,218.000,1089.00,-0.187088E-01,1.01888,-18.3256,1.03958,-0.996820,1.18466,2.77860,1.18466,-0.222811E-01,1.18466,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800100199,80000,80000,80,81,11,10,1,2,19,8,0,0,0,0,0,0,0,0,0,93,0.122034,0.895835E-01,0.257359E-01,0.106841,2.15602,0.306986E-02,-0.145650E-01,0.648885E-01,-0.520329E-03,94.0366
TOA5_P_Bio_Atmo_25_00421_2025_05_16_0300.dat,2025-05-16,03:30,136.146,0,18000,17998,-0.250035E-01,1,0.207491E-02,-21.9647,1,1.56400,-1.74674,2,0.536794,3.96031,1,0.283186,-0.390344E-01,2,0.119957E-01,-0.377525,0.425257,0.730128E-02,0.950319E-02,0.135618E-10,0.240511E-12,19.5188,449.352,453.528,0.100000,0,346.154,7.96898,8.03299,0.100000,0,280.258,280.258,100647.,1.24736,1009.59,0.231508E-01,-0.252943E-02,0.620286E-02,802.272,1006.40,0.497279E-02,79.7167,204.132,276.959,-1.17327,-0.929727,-0.697990E-01,1.49861,-0.207830E-13,0.694808E-15,1.49861,3.31606,321.074,218.394,-2.66957,-9999.0,0.141581,0.132916,11.3170,0.180780,12.5747,-0.123192,1,15.8704,7.00000,15.0000,32.0000,61.0000,138.000,650.000,-0.245964E-01,1.01655,-21.3712,1.03463,-1.50667,1.15934,3.41600,1.15934,-0.336696E-01,1.15934,800000099,800000099,800000099,800000099,800000099,800100099,800000199,800100199,80000,80000,80,81,12,17,2,1,7,7,0,0,0,0,0,0,0,0,0,93,0.149794,0.902666E-01,0.257712E-01,0.944284E-01,2.80134,0.354797E-02,-0.169703E-01,0.797185E-01,-0.785740E-03,93.8420
TOA5_P_Bio_Atmo_25_00422_2025_05_16_0330.dat,2025-05-16,04:00,136.167,0,18000,18000,-0.133094E-01,1,0.116828E-02,-16.6864,1,1.37373,-0.190630,4,0.348925,3.78250,1,0.345018,-0.425850E-02,4,0.779466E-02,-0.569123,0.306843,0.129177,0.685458E-02,0.248563E-10,0.445582E-12,19.6522,451.807,456.067,0.100000,0,352.292,8.09923,8.16537,0.100000,0,279.889,279.889,100647.,1.24894,1009.66,0.231203E-01,-0.275951E-03,0.631256E-02,815.385,981.210,0.505433E-02,83.1000,165.824,277.190,-0.775602,-0.944256,-0.684587E-01,1.22387,0.109393E-13,0.126481E-14,1.22387,2.98760,309.187,230.601,-3.20658,-9999.0,0.103230,0.766759E-01,5.77445,0.354302,87.5329,-0.128185,1,19.9766,9.00000,19.0000,41.0000,82.0000,192.000,979.000,-0.130182E-01,1.02237,-15.9996,1.04622,-0.158351,1.20384,3.14202,1.20384,-0.353742E-02,1.20384,800000099,800000099,800000099,800000099,800000099,800100099,800100199,811100199,80000,80000,80,80,11,6,4,3,6,8,0,0,0,0,0,0,0,0,0,93,0.727856E-01,0.635060E-01,0.170600E-01,0.104129,5.72913,0.288108E-02,-0.126879E-01,0.732376E-01,-0.824541E-04,93.6801
TOA5_P_Bio_Atmo_25_00423_2025_05_16_0400.dat,2025-05-16,04:30,136.187,0,18000,17998,-0.169983E-01,1,0.204166E-02,-17.3849,1,1.58294,0.754134,7,0.698626,3.29000,1,0.355706,0.168465E-01,7,0.156066E-01,-0.899042E-02,0.436061,-0.698128E-01,0.974113E-02,0.493886E-11,0.908259E-13,19.5954,450.480,454.818,0.100000,0,360.360,8.28434,8.35354,0.100000,0,279.883,279.883,100647.,1.24888,1009.76,0.231198E-01,0.109166E-02,0.645697E-02,834.021,980.816,0.517020E-02,85.0333,146.795,277.512,-1.17897,-0.890959,-0.756943E-01,1.47969,-0.230790E-13,0.252042E-15,1.47969,3.62813,321.591,217.079,-2.93226,-9999.0,0.116666,0.158884,8.00059,0.255719,-23.0528,-0.118165,1,21.2800,9.00000,20.0000,44.0000,86.0000,200.000,1002.00,-0.166770E-01,1.01927,-16.7204,1.04019,0.637142,1.18362,2.77961,1.18362,0.142331E-01,1.18362,800000099,800000099,800000099,800000099,800000099,800100099,800000199,810100199,80000,80000,80,81,6,13,2,5,9,0,0,0,0,0,0,0,0,0,0,93,0.172027,0.117165,0.285766E-01,0.827017E-01,3.65777,0.439844E-02,-0.132589E-01,0.648009E-01,0.331815E-03,93.4329
TOA5_P_Bio_Atmo_25_00424_2025_05_16_0430.dat,2025-05-16,05:00,136.208,0,18000,17999,-0.361229E-01,1,0.292038E-02,-22.9871,1,1.60323,-0.616061E-01,9,0.426537,3.83783,1,0.315125,-0.137607E-02,9,0.952740E-02,-0.167923,-0.393807E-01,0.209125E-01,-0.879631E-03,-0.121344E-10,-0.222505E-12,19.6025,450.878,455.240,0.100000,0,359.446,8.26763,8.33655,0.100000,0,279.774,279.774,100647.,1.24938,1009.75,0.231108E-01,-0.891693E-04,0.644646E-02,832.338,973.495,0.515974E-02,85.5000,141.157,277.483,-1.65964,-0.948138,-0.672123E-01,1.91256,-0.371512E-13,-0.619022E-15,1.91256,5.04067,329.499,209.739,-2.01394,-9999.0,0.170037,0.279185,18.7330,0.109213,373.130,-0.107160,1,17.1689,7.00000,16.0000,33.0000,62.0000,137.000,604.000,-0.356144E-01,1.01428,-22.3715,1.03037,-0.537663E-01,1.14581,3.34944,1.14581,-0.120096E-02,1.14581,800000099,800000099,800000099,800000099,800000099,810000099,800000199,800100199,80000,80000,80,81,5,11,2,1,11,0,0,0,0,0,0,0,0,0,0,93,0.321378,0.189719,0.472715E-01,0.668269E-01,2.34258,0.138092E-02,-0.177333E-01,0.780536E-01,-0.279865E-04,93.4240
TOA5_P_Bio_Atmo_25_00425_2025_05_16_0500.dat,2025-05-16,05:30,136.229,0,18000,18000,-0.398464E-01,1,0.283235E-02,-22.4326,1,1.49891,-0.737257,1,0.299927,4.07514,1,0.276109,-0.164661E-01,1,0.669867E-02,-0.168289,0.497249E-02,0.535675E-01,0.111057E-03,0.235712E-10,0.431356E-12,19.6582,451.895,456.249,0.100000,0,359.748,8.26974,8.33870,0.200000,0,279.665,279.665,100647.,1.24986,1009.75,0.231018E-01,-0.106701E-02,0.645062E-02,832.551,966.210,0.516106E-02,86.1667,133.659,277.486,-1.61105,-1.04034,-0.889617E-01,1.91982,-0.914422E-14,0.119905E-14,1.91982,3.79065,326.958,212.852,-2.65596,-9999.0,0.178551,0.212426,22.2264,0.920483E-01,30.4270,-0.995497E-01,1,16.1350,7.00000,15.0000,31.0000,57.0000,124.000,532.000,-0.393130E-01,1.01357,-21.8976,1.02890,-0.647269,1.13903,3.57774,1.13903,-0.144563E-01,1.13903,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,80,80,5,13,0,3,6,0,0,0,0,0,0,0,0,0,0,93,0.220288,0.160127,0.444358E-01,0.608732E-01,1.76765,0.537595E-03,-0.173509E-01,0.833415E-01,-0.336752E-03,93.3782
TOA5_P_Bio_Atmo_25_00426_2025_05_16_0530.dat,2025-05-16,06:00,136.250,0,18000,18000,-0.454296E-01,1,0.370667E-02,-25.5403,1,1.72105,-1.23689,2,0.335256,3.96219,1,0.286215,-0.276178E-01,2,0.748575E-02,-0.424540,-0.203685,0.572912E-01,-0.454797E-02,0.996416E-11,0.180010E-12,19.7124,452.982,457.335,0.100000,0,356.120,8.18347,8.25099,0.200000,0,279.390,279.390,100647.,1.25113,1009.70,0.230791E-01,-0.178963E-02,0.638961E-02,823.866,948.062,0.510706E-02,86.9000,124.196,277.337,-1.57042,-0.882365,-0.745892E-01,1.80287,0.114571E-13,0.505477E-15,1.80287,4.16873,330.418,209.330,-2.37114,-9999.0,0.190554,0.238626,23.7288,0.862202E-01,20.6488,-0.106100,1,13.4391,6.00000,12.0000,25.0000,47.0000,101.000,426.000,-0.448390E-01,1.01317,-24.9743,1.02794,-1.09148,1.13322,3.49639,1.13322,-0.243711E-01,1.13322,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800100199,80000,80000,80,80,5,26,4,0,4,0,0,0,0,0,0,0,0,0,0,93,0.279495,0.152402,0.453545E-01,0.573928E-01,1.30988,0.615834E-03,-0.197697E-01,0.813595E-01,-0.567104E-03,93.3347
TOA5_P_Bio_Atmo_25_00427_2025_05_16_0600.dat,2025-05-16,06:30,136.271,1,18000,18000,-0.367389E-01,1,0.321936E-02,-19.0636,1,1.40034,-0.876918,4,0.586810,2.34608,1,0.231000,-0.195815E-01,4,0.131034E-01,0.104920,0.387166E-01,-0.545872E-01,0.864537E-03,-0.537611E-11,-0.975415E-13,19.6570,451.946,456.319,0.100000,0,356.647,8.19987,8.26767,0.300000,0,279.458,279.458,100647.,1.25082,1009.71,0.230847E-01,-0.126888E-02,0.640086E-02,825.517,952.520,0.511732E-02,86.6667,127.003,277.365,-1.21484,-0.937944,-0.630948E-01,1.53608,0.107354E-13,-0.273496E-15,1.53608,3.42271,322.365,217.671,-2.35410,-9999.0,0.171382,0.210591,23.1284,0.884584E-01,21.7394,-0.880744E-01,1,12.3979,5.00000,11.0000,23.0000,43.0000,93.0000,394.000,-0.362673E-01,1.01300,-18.6520,1.02723,-0.778353,1.12663,2.08238,1.12663,-0.173805E-01,1.12663,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800100199,80000,80000,80,80,1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,93,0.201859,0.178200,0.411230E-01,0.396392E-01,0.843945,0.203608E-02,-0.147685E-01,0.484686E-01,-0.404542E-03,93.3408
TOA5_P_Bio_Atmo_25_00428_2025_05_16_0630.dat,2025-05-16,07:00,136.292,1,18000,18000,-0.448385E-01,1,0.401234E-02,-16.2551,1,1.43753,1.45868,4,0.761264,0.721883,4,0.170132,0.325766E-01,4,0.170013E-01,0.226458,-0.321737,-0.972177E-01,-0.718537E-02,-0.147579E-09,-0.264385E-11,19.5251,450.100,454.528,0.100000,0,349.788,8.06347,8.12902,1.40000,0,279.605,279.605,100647.,1.25023,1009.63,0.230968E-01,0.211096E-02,0.629107E-02,811.784,962.210,0.503194E-02,84.3667,150.425,277.127,-1.47619,-0.925317,-0.607596E-01,1.74329,-0.259156E-13,-0.755843E-14,1.74329,3.80885,327.380,212.081,-1.99736,-9999.0,0.189378,0.259036,36.5970,0.559035E-01,-11.1437,-0.679996E-01,1,13.1401,6.00000,12.0000,24.0000,44.0000,92.0000,365.000,-0.443142E-01,1.01183,-15.8235,1.02501,1.30364,1.11893,0.645157,1.11893,0.291141E-01,1.11893,800000099,800000099,800000099,800000099,800000099,800000099,800010199,800010199,80000,80000,80,80,0,5,1,7,5,5,0,0,0,0,0,0,0,0,0,93,0.277434,0.191938,0.487005E-01,0.321273E-01,0.652365,0.227158E-02,-0.125357E-01,0.150222E-01,0.677911E-03,93.5623
TOA5_P_Bio_Atmo_25_00429_2025_05_16_0700.dat,2025-05-16,07:30,136.312,1,18000,17998,-0.560800E-01,1,0.484525E-02,-3.50125,2,1.52653,3.50361,2,0.922886,-0.129592,4,0.225180,0.782633E-01,2,0.206153E-01,0.353399,-0.623519,-0.220422,-0.139281E-01,-0.459291E-11,-0.803282E-13,19.2583,445.912,450.345,0.100000,0,336.820,7.79884,7.86014,0.100000,0,279.834,279.834,100647.,1.24933,1009.49,0.231157E-01,0.507146E-02,0.607963E-02,785.144,977.520,0.486631E-02,80.3200,192.376,276.653,-1.56815,-1.01734,-0.598516E-01,1.87020,0.410440E-13,-0.238490E-15,1.87020,4.64570,325.620,212.974,-1.83394,-9999.0,0.211868,0.331616,237.901,0.859978E-02,-0.999327,-0.131032E-01,0,32.1583,-4.88014,11.0389,27.4884,41.9215,58.7955,88.0864,-0.555289E-01,1.00992,-3.25280,1.02100,3.18157,1.10122,-0.117680,1.10122,0.710696E-01,1.10122,800000099,800000099,800000099,800000099,800000099,800001099,800000199,800010199,80000,80000,80,81,1,12,3,5,42,0,0,0,0,0,0,0,0,0,0,93,0.359506,0.244876,0.588504E-01,0.925571E-01,1.74369,0.323867E-02,-0.257916E-02,-0.274165E-02,0.165574E-02,93.9793
TOA5_P_Bio_Atmo_25_00430_2025_05_16_0730.dat,2025-05-16,08:00,136.333,1,18000,18000,-0.478901E-01,1,0.421534E-02,6.34367,4,1.79054,9.92891,4,1.83710,0.119062,8,0.351038,0.221975,4,0.410712E-01,1.34006,0.549785E-01,-0.186516,0.122913E-02,-0.727688E-10,-0.128678E-11,19.0423,442.358,446.740,0.100000,0,336.727,7.82227,7.88394,0.100000,0,280.706,280.706,100647.,1.24544,1009.51,0.231878E-01,0.143840E-01,0.607895E-02,787.502,1037.73,0.488097E-02,75.8867,250.232,276.695,-2.14341,-0.842573,-0.947340E-01,2.30502,-0.474902E-15,-0.382143E-14,2.30502,5.11065,337.813,201.460,-2.35546,-9999.0,0.196093,0.429520,-104.107,-0.196520E-01,0.638909,0.257302E-01,1,21.1507,9.00000,18.0000,33.0000,56.0000,103.000,317.000,-0.473879E-01,1.01060,6.75507,1.02130,9.04998,1.09712,0.108522,1.09712,0.202326,1.09712,800000099,800000099,800000099,800000099,800000099,800001099,800010199,800010199,80000,80000,80,80,0,2,2,6,46,0,0,0,0,0,0,0,0,0,0,93,0.454233,0.337374,0.674321E-01,0.748061E-01,2.19837,0.122583E-01,0.537271E-02,0.253622E-02,0.472849E-02,94.1838
TOA5_P_Bio_Atmo_25_00431_2025_05_16_0800.dat,2025-05-16,08:30,136.354,1,18000,17998,-0.594381E-01,1,0.570265E-02,29.3778,1,2.95658,17.4150,1,2.40510,-2.25657,1,0.291621,0.389604,1,0.538065E-01,1.09814,-0.301090,-0.182899,-0.673593E-02,0.150810E-10,0.264380E-12,18.8249,438.863,443.192,0.100000,0,330.014,7.69357,7.75322,0.800000,0,281.422,281.422,100647.,1.24233,1009.46,0.232470E-01,0.252463E-01,0.596371E-02,774.545,1089.63,0.480043E-02,71.0833,315.084,276.460,-2.37385,-0.838896,-0.844940E-01,2.51914,-0.155886E-13,0.801119E-15,2.51914,5.37090,339.651,199.463,-1.92211,-9999.0,0.218733,0.570535,-31.2000,-0.655737E-01,1.68693,0.107097,0,26.8889,-4.08050,9.23010,22.9843,35.0525,49.1616,73.6530,-0.588093E-01,1.01069,29.7438,1.02193,15.8154,1.10114,-2.04930,1.10114,0.353820,1.10114,800000099,800000099,800000099,800000099,800000099,800001099,800000199,800000199,80000,80000,80,81,3,0,2,2,62,0,0,0,0,0,0,0,0,0,0,93,0.546970,0.496057,0.980429E-01,0.114050,1.16305,0.210874E-01,0.237176E-01,-0.480094E-01,0.828902E-02,94.3122
TOA5_P_Bio_Atmo_25_00432_2025_05_16_0830.dat,2025-05-16,09:00,136.375,1,18000,17997,-0.159619,1,0.149810E-01,74.9410,1,6.12047,39.3289,1,4.25945,-3.01181,4,0.433317,0.880588,1,0.953709E-01,1.32920,0.425457,-0.293257E-01,0.952616E-02,0.513531E-10,0.922799E-12,18.7435,438.301,442.698,0.100000,0,336.815,7.87615,7.93867,0.600000,0,282.292,282.292,100647.,1.23841,1009.58,0.233188E-01,0.570621E-01,0.608642E-02,792.926,1155.70,0.491469E-02,68.6100,362.774,276.793,-2.59459,-1.02157,-0.804398E-01,2.78961,-0.647170E-13,0.273978E-14,2.78961,6.96645,340.232,201.491,-1.65238,-9999.0,0.359012,1.11718,-54.0825,-0.378293E-01,1.90550,0.166958,0,33.8284,-5.13360,11.6122,28.9160,44.0988,61.8492,92.6613,-0.157899,1.01089,75.5443,1.02280,35.5502,1.10629,-2.72244,1.10629,0.795984,1.10629,800000099,800000099,800000099,800000099,800000099,800000099,800000199,800000199,80000,80000,80,81,0,5,3,1,38,2,0,0,0,0,0,0,0,0,0,93,1.28541,0.800184,0.148748,0.255856,2.35463,0.299505E-01,0.604222E-01,-0.639882E-01,0.187088E-01,94.3607
TOA5_P_Bio_Atmo_25_00433_2025_05_16_0900.dat,2025-05-16,09:30,136.396,1,18000,17999,-0.112336,1,0.788633E-02,106.439,1,6.40443,48.4003,1,4.95667,-8.42636,1,0.524609,1.08445,1,0.111058,1.09617,-0.785857E-01,-0.147603,-0.176078E-02,0.962161E-10,0.173276E-11,18.5583,435.465,439.830,0.100000,0,334.218,7.84231,7.90430,0.500000,0,283.011,283.011,100647.,1.23528,1009.58,0.233782E-01,0.702724E-01,0.604488E-02,789.520,1212.97,0.489352E-02,65.0900,423.447,276.732,-1.73438,-1.60601,-0.141716,2.36800,0.508770E-13,0.518453E-14,2.36800,5.44003,316.482,222.799,-3.43100,-9999.0,0.301563,0.802878,-22.5677,-0.906560E-01,2.19913,0.283020,0,31.6480,-4.80271,10.8637,27.0523,41.2564,57.8627,86.6889,-0.111156,1.01062,107.060,1.02148,44.0686,1.09830,-7.67222,1.09830,0.987393,1.09830,800000099,800000099,800000099,800000099,800000099,800001099,800000199,800000199,80000,80000,80,81,10,3,1,0,14,0,0,0,0,0,0,0,0,0,0,93,0.699970,0.781780,0.124005,0.370266,2.67676,0.636972E-01,0.858469E-01,-0.180781,0.232660E-01,94.4351
