date_time,Ta,RH,Pa,SWin,SWout,LWin,LWout,SHF_1,SHF_2,SHF_3,Rn,albedo,P
2025-04-29 09:50,21.68,37.09,504.1,0.316,0.13,428.7,429.1,-0.4324466,1.334604,-0.4144984,-0.168,0.412,0
2025-04-29 10:00,21.75,36.88,504.3,0.276,0.13,428.9,429.5,-0.4281014,1.216917,-0.4149632,-0.355,0.473,0
2025-04-29 10:10,21.85,36.34,577.2,0.249,0.097,429.1,429.5,-0.3644394,0.8626206,-0.3992027,-0.271,0.393,0
2025-04-29 10:20,21.88,35.62,504.7,0.203,0.077,428.8,429.2,-0.3199294,0.7447523,-0.3222179,-0.294,0.387,0
2025-04-29 10:30,21.92,35.18,500.3,0.129,0.042,428.6,428.9,-0.2520314,0.6917046,-0.2459523,-0.226,0.327,0
2025-04-29 10:40,21.92,35.06,500,0.115,0.014,428.6,428.9,-0.2012595,0.6778233,-0.2148427,-0.163,0.129,0
2025-04-29 10:50,21.95,35,499.9,0.112,0.004,428.7,429,-0.1618936,0.6606156,-0.2162187,-0.12,0.034,0
2025-04-29 11:00,21.99,35.1,500.1,0.114,0.002,428.9,429,-0.1437629,0.6604144,-0.2172511,-0.051,0.019,0
2025-04-29 11:10,22.01,35.27,500.5,0.122,0.002,429.1,429.2,-0.1498589,0.7566141,-0.2481756,0.022,0.015,0
2025-04-29 11:20,22.06,35.54,501.1,0.176,0.004,429.6,429.6,-0.2161491,1.036894,-0.3704487,0.195,0.02,0
2025-04-29 11:30,22.12,35.44,501,0.179,0.004,429.7,429.7,-0.240847,0.8911949,-0.3127741,0.14,0.02,0
2025-04-29 11:40,22.18,35.43,500.9,0.129,0.002,429.6,429.7,-0.2223562,0.6031565,-0.1974276,-0.004,0.014,0
2025-04-29 11:50,22.18,35.54,501.2,0.115,0.004,429.7,429.8,-0.1925511,0.4739528,-0.1511102,-0.029,0.038,0
2025-04-29 12:00,22.22,35.83,501.8,0.104,0.008,429.8,429.9,-0.1916738,0.5080523,-0.1251643,-0.035,0.078,0
2025-04-29 12:10,22.25,35.96,502.2,0.117,0.008,429.9,430.1,-0.2014144,0.519629,-0.1006869,-0.006,0.071,0
2025-04-29 12:20,22.25,35.86,502,0.126,0.002,430.2,430.2,-0.1945982,0.6332558,-0.139227,0.077,0.017,0
2025-04-29 12:30,22.31,35.98,502.2,0.147,0.001,430.5,430.5,-0.2083427,0.7778571,-0.2194971,0.214,0.004,0
2025-04-29 12:40,22.33,36.04,502.3,0.194,0,430.8,430.7,-0.2439963,0.8696537,-0.2611574,0.287,0.001,0
2025-04-29 12:50,22.39,36.27,502.8,0.198,0,431.1,431,-0.2814261,0.9477941,-0.2867585,0.354,0.001,0
2025-04-29 13:00,22.46,36.6,503.6,0.244,0.001,431.6,431.4,-0.3502574,1.220185,-0.3932937,0.482,0.002,0
2025-04-29 13:10,22.54,36.61,503.6,0.26,0.002,432,431.7,-0.4141425,1.255875,-0.3849676,0.467,0.006,0
2025-04-29 13:20,22.62,36.73,503.8,0.251,0.003,432.2,432.1,-0.4704672,1.21422,-0.3283723,0.403,0.01,0
2025-04-29 13:30,22.7,37.18,504.9,0.263,0.015,432.6,432.5,-0.5347538,1.187557,-0.3248382,0.308,0.059,0
2025-05-07 14:50,16.95,36.55,500.5,861,211.1,296.6,444,29.48494,17.2642,12.1132,502.8,0.245,0
2025-05-07 15:00,16.62,36.19,500.5,396.3,88.2,295.9,415.5,30.03765,17.52322,12.27505,188.5,0.206,0
2025-05-07 15:10,16.51,36.06,1013,571.6,136.7,293.9,427.3,30.75204,17.85557,12.492,301.5,0.227,0
2025-05-07 15:20,16.76,35.66,1013,492.4,116.6,285.1,421.1,31.26096,18.08261,12.65344,239.8,0.22,0.3
2025-05-07 15:30,17.65,34.46,1013,806,202.7,292.8,448.6,31.6351,18.24306,12.7922,447.9,0.251,0
2025-05-07 15:40,17.29,33.18,1013,703.7,176,285.5,440.4,31.94916,18.30148,12.87011,372.7,0.241,0
2025-05-07 15:50,17.27,33.38,1013,715.4,175,284.3,432.5,32.14357,18.31837,12.91515,392.2,0.239,0
2025-05-07 16:00,17.9,31.22,1012,770,191.1,295,438,32.32988,18.39915,13.04499,435.8,0.248,0
2025-05-07 16:10,17.78,32.84,1013,759,189.1,315.7,441.3,32.42487,18.49332,13.12896,444.2,0.248,0
2025-05-07 16:20,16.7,33.91,1013,271.1,56.89,290.4,403.8,32.6073,18.65059,13.25477,100.8,0.195,0
2025-05-07 16:30,17.2,35.5,1012,643.8,163,292.4,426.5,32.85562,18.86079,13.41087,346.7,0.248,0
2025-05-07 16:40,17.69,33.62,1012,605.9,150.4,290.5,429.1,33.07035,19.05853,13.56534,316.9,0.241,0
2025-05-07 16:50,17.04,33.89,1012,438.4,105.7,288.4,409.6,33.24809,19.12086,13.65176,211.5,0.214,0
2025-05-07 17:00,17.75,33.43,1012,683.1,173.9,310.6,430.6,33.22213,19.09981,13.6889,389.2,0.255,0
2025-05-07 17:10,17.71,35.05,1012,453.3,109.3,288,417.8,33.17585,19.01387,13.69564,214.3,0.22,0
2025-05-07 17:20,17.37,33.37,1012,517.5,130.3,280.8,416.8,33.08588,18.84204,13.67833,251.3,0.246,0
2025-05-07 17:30,17.76,31.69,1012,564.2,143.4,296.9,421.8,32.97211,18.74313,13.65059,296,0.254,0
2025-05-07 17:40,17.81,33.48,1012,529.2,134.9,296.1,419.9,32.79284,18.62831,13.60427,270.5,0.255,0
2025-05-07 17:50,16.92,34.49,1012,265,59.29,272.7,396.7,32.60572,18.47623,13.5336,81.6,0.171,0
2025-05-07 18:00,17.29,32.4,1012,433.4,110.9,273.5,408.5,32.37466,18.30077,13.43889,187.5,0.256,0
2025-05-07 18:10,17.57,31.32,1012,408.2,101.9,274.6,405.9,32.05652,18.07381,13.32679,175,0.25,0
2025-05-07 18:20,17.46,32.09,1012,333.1,97.3,272.8,403.5,31.71542,17.73468,13.16848,105.1,0.298,0
2025-05-07 18:30,17.36,31.3,1012,352.4,90.6,272,399,31.2127,17.27641,12.95026,134.8,0.257,0
2025-05-07 18:40,17.44,33,1012,335.4,89,281.1,401.7,30.59066,16.71583,12.67107,125.7,0.265,0
2025-05-07 18:50,17.27,32.92,1012,329,89.3,293.2,399.2,29.83981,16.05247,12.32596,133.7,0.271,0
2025-05-07 19:00,17.03,33.14,1012,279.8,77.04,284,394.9,29.0979,15.31404,11.92397,91.9,0.275,0
2025-05-07 19:10,16.77,34.19,1012,235.1,64.12,272.1,388.9,28.33937,14.5048,11.49843,54.19,0.272,0
2025-05-07 19:20,16.6,35.3,1012,189.9,33.32,270,379.2,27.56764,13.7462,11.0624,47.33,0.172,0
2025-05-07 19:30,16.31,36.03,1012,59.26,13.27,268.5,371.9,26.73382,12.96882,10.6197,-57.34,0.226,0
2025-05-07 19:40,16.12,36.73,1012,53.39,13.01,269.3,369.8,25.86748,12.22501,10.16948,-60.17,0.244,0
2025-05-07 19:50,15.94,38.19,1012,47.81,13.89,270.1,367.2,24.95566,11.48169,9.69755,-63.18,0.291,0
2025-05-07 20:00,15.47,39.65,1012,65.33,11.64,269.1,362,23.96443,10.73959,9.221979,-39.16,0.179,0
2025-05-07 20:10,14.94,41.42,1012,35.15,9.48,267.2,357,22.86234,10.00057,8.739867,-64.19,0.27,0
2025-05-07 20:20,14.42,42.71,1012,25.01,6.007,265.8,351.6,21.78848,9.276546,8.254751,-66.72,0.24,0
2025-05-07 20:30,14.06,43.11,1012,22.21,7.051,268.4,347.3,20.68177,8.56405,7.777354,-63.66,0.321,0
2025-05-07 20:40,13.81,44.11,1012,21.04,7.298,278.4,345.6,19.59918,7.853506,7.297134,-53.45,0.347,0
2025-05-07 20:50,13.46,45.34,1012,13.09,4.838,281.7,344.6,18.5301,7.159617,6.813262,-54.66,0.373,0
2025-05-07 21:00,13.26,46.99,1012,6.422,3.571,274.1,341.5,17.44437,6.468708,6.324412,-64.53,0.584,0
2025-05-07 21:10,13.13,47.06,1012,2.223,2.623,270.3,338.2,16.29456,5.794225,5.835291,-68.29,NA,0
2025-05-07 21:20,12.73,48.45,1012,-0.548,1.161,275.4,335.1,15.22383,5.135438,5.348616,-61.37,NA,0
2025-05-07 21:30,12.46,49.7,1012,-0.199,1.141,293.1,337.3,14.17188,4.492375,4.86692,-45.6,NA,0
2025-05-07 21:40,12.38,52.01,1012,0.527,1.773,309.2,342.4,13.12548,3.860192,4.39089,-34.46,NA,0
2025-05-07 21:50,11.98,55.27,1012,-0.369,1.904,293.8,341.5,12.07587,3.234889,3.916031,-50,-5.901,0
2025-05-07 22:00,11.81,56.83,1012,-0.944,2.256,278.6,336.1,11.04858,2.632826,3.450102,-60.74,-3.22,0
2025-05-07 22:10,11.39,58.51,1012,-1.535,1.525,277.3,332.9,10.057,2.072253,3.009557,-58.67,-1.043,0
2025-05-07 22:20,10.76,61.31,1012,-3.11,0.171,269.3,329.2,9.112734,1.549858,2.599271,-63.1,-0.065,0
2025-05-07 22:30,10.37,63.31,1012,-2.341,0.98,268.5,327.1,8.205602,1.053881,2.208146,-61.88,-0.454,0
2025-05-07 22:40,9.92,65.95,1012,-2.267,1.004,267.8,325.5,7.324233,0.5726809,1.822578,-60.94,-0.449,0
2025-05-07 22:50,9.73,66.14,1012,-1.026,2.06,274.9,326.1,6.458015,0.07550622,1.43474,-54.22,-2.144,0
2025-05-07 23:00,9.46,67.44,1012,-0.784,1.532,280.7,328,5.606339,-0.4292692,1.044763,-49.64,-2.077,0
2025-05-07 23:10,9.31,68.35,1012,-0.551,2.295,272.4,326.9,4.757532,-0.9297733,0.6559866,-57.27,-4.285,0
2025-05-07 23:20,9.07,71.44,1012,-0.894,2.085,269,324.6,3.918787,-1.4241,0.2571207,-58.67,-2.465,0
2025-05-07 23:30,8.88,71.28,1012,-0.921,1.87,273.1,324.4,3.092188,-1.908788,-0.1314783,-54.07,-2.213,0
2025-05-07 23:40,8.61,71.31,1012,-0.008,1.339,287.5,327.2,2.289635,-2.372094,-0.5048092,-41,NA,0
2025-05-07 23:50,8.19,74.45,1012,1.053,1.433,311.6,334,1.518112,-2.814532,-0.8619612,-22.73,1.758,0
2025-05-08 00:00,8.24,75.2,1012,2.018,2.174,321.3,340.2,0.784961,-3.239182,-1.197493,-19.07,1.059,0
2025-05-08 00:10,8.83,74.01,1013,1.992,3.157,318.3,342.6,0.07365569,-3.635032,-1.529126,-25.44,1.633,0
2025-05-08 00:20,8.69,74.37,1013,0.693,2.005,314.3,342,-0.602783,-3.979523,-1.825024,-29.01,2.942,0
2025-05-08 00:30,8.56,75.38,1013,0.595,1.886,313.9,342.4,-1.20473,-4.253977,-2.118725,-29.73,3.419,0
2025-05-08 00:40,8.54,76.29,1013,1.089,2.078,322.8,344,-1.745025,-4.455803,-2.206546,-22.13,2.059,0
2025-05-08 00:50,9.23,74.76,1013,2.219,3.305,327,346.9,-2.210642,-4.600329,-2.339316,-21.03,1.497,0
2025-05-08 01:00,9.64,72.41,1013,1.897,2.999,325.1,347.7,-2.607503,-4.702372,-2.457852,-23.66,1.588,0
2025-05-08 01:10,9.53,74.26,1013,1.026,2.171,327.2,348.8,-2.950338,-4.769556,-2.545412,-22.7,2.154,0
2025-05-08 01:20,9.68,72.13,1013,0.952,2.162,329.2,349.8,-3.245922,-4.80838,-2.615673,-21.86,2.357,0
2025-05-08 01:30,10.16,67.78,1013,1.15,2.482,327.7,350.6,-3.49408,-4.824446,-2.661398,-24.22,2.383,0
2025-05-08 01:40,10,67.8,1013,-0.182,1.201,326.3,349.1,-3.70136,-4.807086,-2.695818,-24.19,NA,0
2025-05-08 01:50,9.63,72.01,1013,-0.704,0.751,324.2,348,-3.873247,-4.777979,-2.709566,-25.26,-1.102,0
2025-05-08 02:00,9.54,71.55,1013,-0.059,1.382,324.3,348,-4.018062,-4.750365,-2.723596,-25.11,NA,0
2025-05-08 02:10,9.67,72.11,1013,-0.03,1.221,327.1,348.1,-4.136918,-4.951457,-2.725662,-22.2,NA,0
2025-05-08 02:20,9.49,72.03,1012,0.132,1.387,328.1,349,-4.24235,-4.893623,-2.726511,-22.14,NA,0
2025-05-08 02:30,9.71,71.06,1012,0.015,1.577,324.1,348.4,-4.339327,-4.572068,-2.726511,-25.77,NA,0
2025-05-08 02:40,9.72,69.93,1012,-0.059,1.491,322.5,347.5,-4.429073,-4.563975,-2.731248,-26.52,NA,0
2025-05-08 02:50,9.66,67.63,1012,-0.193,1.408,314.6,346.1,-4.517374,-4.549217,-2.751478,-33.12,NA,0
2025-05-08 03:00,9.92,61.63,1012,0.012,1.909,303.3,342.6,-4.60049,-4.531008,-2.758071,-41.19,NA,0
2025-05-08 03:10,9.85,59.79,1012,-0.314,1.523,299.7,339.5,-4.68139,-4.514574,-2.779496,-41.63,-6.859,0
2025-05-08 03:20,9.65,61.99,1012,-0.577,1.77,293.8,336.5,-4.758763,-4.508544,-2.803056,-45.11,-3.47,0
2025-05-08 03:30,9.49,65.74,1012,-0.647,1.979,290,334.2,-4.837472,-4.52438,-2.843115,-46.84,-3.815,0
2025-05-08 03:40,9.12,68.43,1012,-1.175,1.401,288.4,332.1,-4.931826,-4.570942,-2.900214,-46.31,-1.254,0
2025-05-08 03:50,8.81,70.25,1012,-1.45,0.989,287.2,330.8,-5.054902,-4.652827,-2.983712,-46.04,-0.698,0
2025-05-08 04:00,8.67,69.8,1012,-1.099,1.638,280.7,328.5,-5.207964,-4.771097,-3.093299,-50.48,-1.586,0
2025-05-08 04:10,8.64,68.06,1012,-0.842,1.899,279.3,326.9,-5.396953,-4.916894,-3.225958,-50.35,-2.424,0
2025-05-08 04:20,8.38,68.15,1012,-1.178,1.714,274.4,324.6,-5.617418,-5.087834,-3.376046,-53.15,-1.525,0
2025-05-08 04:30,7.787,72.37,1012,-1.925,1.016,270.6,322.3,-5.857393,-5.277974,-3.543668,-54.64,-0.565,0
2025-05-08 04:40,7.104,74.95,1012,-2.989,0.326,264.2,319.8,-6.117144,-5.485299,-3.722524,-58.85,-0.114,0
2025-05-08 04:50,6.786,75.85,1012,-2.328,1.087,258.6,317.1,-6.405226,-5.70619,-3.915884,-61.87,-0.488,0
2025-05-08 05:00,6.729,77.13,1012,-1.662,1.928,254.8,314.7,-6.711403,-5.936398,-4.120097,-63.56,-1.33,0
2025-05-08 05:10,6.231,77.81,1012,-3.021,0.487,251.1,312.6,-7.036045,-6.181052,-4.335348,-64.97,-0.182,0
2025-05-08 05:20,5.946,83.7,1012,-1.373,1.753,252.5,312.5,-7.378634,-6.440784,-4.56059,-63.09,-1.422,0
2025-05-08 05:30,5.677,84.3,1012,-1.133,2.047,255.3,313.3,-7.733429,-6.717879,-4.796958,-61.11,-2.754,0
2025-05-08 05:40,5.578,81,1012,-0.337,2.559,252.6,311.4,-8.103766,-7.005885,-5.047324,-61.7,NA,0
2025-05-08 05:50,5.246,84.2,1012,2.351,3.046,254,311.4,-8.502532,-7.237647,-5.307329,-58.16,2.336,0
2025-05-08 06:00,5.276,83,1012,6.592,4.534,256.7,312.6,-8.865765,-7.437849,-5.561053,-53.76,0.7,0
2025-05-08 06:10,5.128,84,1012,12.37,6.534,257.6,313.4,-9.273603,-7.664227,-5.802126,-49.92,0.537,0
2025-05-08 06:20,4.885,83.8,1012,22.41,9.54,261.9,315.1,-9.690469,-7.875846,-6.035585,-40.33,0.428,0
2025-05-08 06:30,5.058,83.8,1012,23.29,11.92,258.8,316.4,-10.09226,-8.086766,-6.260255,-46.25,0.512,0
2025-05-08 06:40,5.254,84.4,1012,61.4,24.58,258.6,317.7,-10.48011,-8.274122,-6.468912,-22.3,0.417,0
2025-05-08 06:50,6.146,79.81,1012,97.5,37.97,256.1,321.7,-10.86625,-8.431863,-6.658132,-6.107,0.39,0
2025-05-08 07:00,7.113,75.56,1012,128.6,44.61,244.6,327.2,-11.22398,-8.577774,-6.81587,1.399,0.348,0
2025-05-08 07:10,8.24,72.73,1012,158.9,51.09,246.9,337.5,-11.53925,-8.714891,-6.953648,17.22,0.321,0
2025-05-08 07:20,8.99,70.71,1012,159.9,54.35,243.4,345.1,-11.75828,-8.8256,-7.076059,3.829,0.34,0
2025-05-08 07:30,9.56,64.99,1012,173.6,61.68,243.9,351.9,-11.98185,-8.884514,-7.169816,3.977,0.355,0
2025-05-08 07:40,10.82,57.05,1013,198.3,66.84,244.7,356.5,-12.10744,-8.863622,-7.218665,19.62,0.337,0
2025-05-08 07:50,11.04,51.57,1013,227.4,72.17,245.7,360.2,-12.16088,-8.765615,-7.211826,40.74,0.317,0
2025-05-08 08:00,11.17,48.52,1013,255.8,77.79,246.3,362.2,-11.94639,-8.626133,-7.138642,62.12,0.304,0
2025-05-08 08:10,11.59,47.05,1013,284.1,83.5,247.3,366.3,-11.69535,-8.46082,-6.995896,81.6,0.294,0
2025-05-08 08:20,11.53,45.3,1013,206.8,54.19,251.7,363.1,-11.48258,-8.270231,-6.787754,41.23,0.25,0
2025-05-08 08:30,11.69,47.03,1013,328.2,90.6,285.1,374.7,-11.24846,-8.01485,-6.528889,148,0.269,0
2025-05-08 08:40,13.06,42.34,1013,438.9,121.6,272.6,386.7,-10.90475,-7.662311,-6.230607,203.2,0.277,0
2025-05-08 08:50,12.89,40.41,1013,409.3,109.7,258.6,380.8,-10.64218,-7.228012,-5.908886,177.5,0.266,0
2025-05-08 09:00,13.25,39.95,1013,418.8,111.8,253.5,383.6,-10.32835,-6.699382,-5.554767,177,0.267,0
2025-05-08 09:10,13.53,38.24,1013,452.5,119.6,254.2,387.3,-9.860587,-6.063389,-5.150804,199.7,0.264,0
2025-05-08 09:20,13.79,38.89,1013,478.5,124.9,255.9,391.4,-9.230952,-5.360367,-4.70942,218,0.261,0
2025-05-08 09:30,14.27,37.92,1013,505.2,130.3,256.9,395.7,-8.477218,-4.627678,-4.253003,236.1,0.258,0
2025-05-08 09:40,14.06,37.59,1013,532.4,136.4,257.6,396.3,-7.646163,-3.887824,-3.789492,257.3,0.256,0
2025-05-08 09:50,14.55,37.47,1013,558.9,142.6,259.6,401.8,-6.777645,-3.131689,-3.318959,274.1,0.255,0
2025-05-08 10:00,14.42,34.8,1013,583.3,148.3,259.1,400.1,-5.881486,-2.35432,-2.83907,294,0.254,0
2025-05-08 10:10,14.47,33.98,1013,608.1,154.8,260,400.6,-4.930568,-1.55042,-2.345884,312.7,0.255,0
2025-05-08 10:20,14.94,33.15,1013,628.9,158.7,262.1,407.1,-3.902055,-0.7228652,-1.830911,325.2,0.252,0
2025-05-08 10:30,15.08,32.95,1013,651.2,163.1,263.4,409.7,-2.791648,0.140945,-1.299794,341.8,0.25,0
2025-05-08 10:40,15.31,32.08,1013,672.8,168.7,262.8,411.7,-1.612389,1.01358,-0.7706762,355.3,0.251,0
2025-05-08 10:50,15.11,31.56,1013,694.7,174.3,262.3,408.7,-0.3652375,1.896579,-0.2187742,374,0.251,0
2025-05-08 11:00,15.09,31.64,1013,718,180.7,263.9,412.1,0.9841002,2.776445,0.3551828,389.1,0.252,0
2025-05-08 11:10,15.13,31.79,1013,740.8,186.6,265.8,414.1,2.404296,3.626257,0.9452575,405.9,0.252,0
2025-05-08 11:20,15.83,31.18,1013,756.5,189.3,267.8,422.8,3.843226,4.412148,1.544232,412.2,0.25,0
2025-05-08 11:30,15.9,30.44,1013,775.6,192,267.8,424.2,5.25666,5.137362,2.156168,427.3,0.248,0
2025-05-08 11:40,15.62,30.66,1013,791.9,196.3,267.6,421.5,6.635809,5.842208,2.772874,441.6,0.248,0
2025-05-08 11:50,15.77,30.87,1013,806,200,269.3,425.6,8.003614,6.61541,3.402126,449.5,0.248,0
2025-05-08 12:00,15.86,30.72,1013,810,200.4,271.1,429.2,9.379606,7.509554,4.050247,451.5,0.247,0
2025-05-08 12:10,16.27,30.75,1013,835,206.5,273.6,435,10.74441,8.50089,4.710636,467.5,0.247,0
2025-05-08 12:20,16.15,30.84,1013,714.7,173.2,270.6,426.2,12.06719,9.555454,5.377623,385.9,0.232,0
2025-05-08 12:30,16.24,30.67,1012,874,215.9,276.1,436.7,13.36101,10.66033,6.051027,497.8,0.247,0
2025-05-08 12:40,16.47,30.47,1012,899,222.5,280.5,439.3,14.64323,11.78478,6.722996,518.2,0.247,0
2025-05-08 12:50,16.3,31.79,1012,946,235.2,287.5,442.7,15.88379,12.88858,7.378094,555.4,0.249,0
2025-05-08 13:00,16.66,31.51,1012,944,235.5,285.7,441,17.11957,13.99396,8.016821,553.3,0.249,0
2025-05-08 13:10,16.59,30.39,1012,887,219.5,283.5,439.6,18.40158,15.1139,8.654867,511.8,0.246,0
2025-05-08 13:20,15.52,30.83,1012,459.2,104.7,275.6,409.7,19.7095,16.24813,9.328922,220.4,0.212,0
2025-05-08 13:30,16.5,31.24,1012,658.5,160,287.4,427.4,21.02899,17.35668,10.00679,358.6,0.236,0
2025-05-08 13:40,16.57,29.77,1012,733,179.4,287.5,431.3,22.29882,18.34734,10.60471,409.9,0.241,0
2025-05-08 13:50,16.21,30.72,1012,575.2,138.4,287,421.2,23.3902,19.11093,11.04428,302.6,0.233,0
2025-05-08 14:00,15.91,31.82,1012,629.1,154.5,291,419.2,24.26461,19.69126,11.37577,346.4,0.239,0
2025-05-08 14:10,16.88,30.04,1012,906,228.2,292.2,440,24.9885,20.14239,11.65046,530.1,0.252,0
2025-05-08 14:20,16.72,29.21,1012,870,217,286.8,438.5,25.59164,20.45877,11.86559,501.6,0.249,0
2025-05-08 14:30,17.04,29.29,1012,672.5,163.6,286.4,429.9,26.06211,20.70866,12.0635,365.4,0.234,0
2025-05-08 14:40,16.82,29.13,1012,920,231,293.4,441.6,26.54484,21.01336,12.30846,540.2,0.251,0
2025-05-08 14:50,16.92,28.65,1012,770.1,188.7,301.4,436.2,27.10331,21.20949,12.60792,446.6,0.239,0
2025-05-08 15:00,17.16,30.23,1012,893,225.5,314.1,440.8,27.72218,21.24625,12.91812,540.4,0.251,0
2025-05-08 15:10,17.32,30.52,1012,694.6,172.7,308.1,433.3,28.36497,21.07657,13.19437,396.7,0.245,0
2025-05-08 15:20,16.98,30.21,1012,524.3,126.6,315.2,423.9,29.01383,20.51811,13.39423,289,0.235,0
2025-05-08 15:30,15.98,31.6,1012,219.7,47.99,298.4,391.7,29.71315,20.01475,13.54818,78.51,0.218,0
2025-05-08 15:40,16.23,32.24,1012,549,136.9,296.4,414.3,30.38349,19.55096,13.63192,294.2,0.243,0
2025-05-08 15:50,16.66,31.28,1012,539.8,135.9,313.5,418.7,30.91366,19.40122,13.40906,298.7,0.246,0
2025-05-08 16:00,15.8,32.3,1012,298.9,72.39,316.1,395.8,31.10094,19.30527,12.66815,146.8,0.241,0
2025-05-08 16:10,16.15,31.93,1012,388.8,98.9,331.3,404.2,31.0548,19.06405,12.24023,217,0.252,0
2025-05-08 16:20,15.72,32.71,1012,303.8,75.07,324.5,396.1,30.87109,18.73386,12.09694,157.2,0.247,0
2025-05-08 16:30,15.67,33.62,1012,320.9,79.71,320.7,398.7,30.55035,18.36478,11.93006,163.3,0.248,0
2025-05-08 16:40,16.03,33.07,1012,328.5,83.6,329.2,400.1,30.11992,17.93453,11.71872,174,0.254,0
2025-05-08 16:50,16,32.63,1012,352.8,89.6,312.6,400.6,29.46153,17.45073,11.4625,175.3,0.249,0
2025-05-08 17:00,16.32,31.67,1012,522.9,136.3,318.3,409.8,28.81709,16.92173,11.17808,295.1,0.258,0
2025-05-08 17:10,15.88,31.24,1012,305.8,76.74,315.5,396.5,28.16246,16.40176,10.90824,148,0.244,0
2025-05-08 17:20,15.59,32.3,1012,342.9,88.3,307.8,393.9,27.54636,15.95099,10.66433,168.5,0.251,0
2025-05-08 17:30,16.48,31.49,1012,529.7,141.8,324.9,410.1,27.00639,15.56223,10.45756,302.6,0.266,0
2025-05-08 17:40,15.99,31.76,1012,359.5,94.5,332.1,399,26.50191,15.18397,10.25511,198,0.258,0
2025-05-08 17:50,15.42,32.68,1012,162.5,37.73,301,384.1,26.01028,14.81713,10.04839,41.64,0.232,0
2025-05-08 18:00,15.3,32.24,1012,363.5,97.2,284.9,390.1,25.53679,14.49849,9.866357,161.2,0.258,0
2025-05-08 18:10,16.17,31.79,1012,495.2,133.7,296.6,403.5,25.05189,14.17796,9.678138,254.6,0.27,0
2025-05-08 18:20,16.33,30.84,1012,442.7,123.3,287.3,401.1,24.42703,13.78838,9.444288,205.6,0.279,0
2025-05-08 18:30,15.63,31.51,1012,253.4,64.18,274.9,385.3,23.84454,13.33317,9.186005,78.81,0.241,0
2025-05-08 18:40,15.74,31.91,1012,297.9,80.4,302.2,391.3,23.24763,12.86254,8.94021,128.4,0.263,0
2025-05-08 18:50,15.85,31.86,1012,345.8,100.7,308.7,393.2,22.67161,12.39167,8.69619,160.5,0.291,0
2025-05-08 19:00,15.2,31.75,1012,194,51.31,294.9,381,22.10819,11.90139,8.426539,56.62,0.249,0
2025-05-08 19:10,15.57,31.67,1012,309,91.9,304.2,390.5,21.52279,11.38723,8.140056,130.8,0.297,0
2025-05-08 19:20,15.35,32.09,1012,224.3,51.84,297.2,381,20.915,10.86002,7.838987,88.7,0.226,0
2025-05-08 19:30,14.98,33.19,1012,107.6,24.57,286.7,373,20.24674,10.32935,7.524403,-3.236,0.236,0
2025-05-08 19:40,14.44,33.6,1012,61.17,13.61,269.7,366.4,19.57028,9.812094,7.21095,-49.15,0.222,0
2025-05-08 19:50,14.1,34.43,1012,43.17,9.17,260.6,359.7,18.901,9.303838,6.894252,-65.17,0.213,0
2025-05-08 20:00,13.72,35.43,1012,34.39,7.26,257.7,353.9,18.19874,8.782646,6.568736,-69.09,0.211,0
2025-05-08 20:10,13.58,35.89,1012,28.39,6.646,257,350.6,17.44719,8.23337,6.221079,-71.94,0.234,0
2025-05-08 20:20,13.1,37.56,1012,23.21,5.472,256.6,343.6,16.65137,7.64433,5.856377,-69.2,0.236,0
2025-05-08 20:30,12.66,39.12,1012,18.56,5.003,256,339.6,15.79299,7.020048,5.465858,-70.1,0.271,0
2025-05-08 20:40,12.25,40.46,1013,14.68,4.839,255.1,335.6,14.85708,6.377591,5.060434,-70.68,0.331,0
2025-05-08 20:50,11.91,41.75,1013,10.9,4.72,253.8,331.7,13.872,5.723429,4.63858,-71.67,0.438,0
2025-05-08 21:00,11.59,43.01,1013,6.713,4.104,253.6,328.5,12.91402,5.054083,4.20427,-72.34,0.632,0
2025-05-08 21:10,11.39,43.74,1013,3.092,3.61,253.3,327,11.94077,4.372733,3.753718,-74.19,1.361,0
2025-05-08 21:20,11.1,44.81,1013,0.277,2.768,253.2,323.7,10.95597,3.684679,3.291107,-73.01,NA,0
2025-05-08 21:30,10.69,46.48,1013,-1.117,2.341,252.8,322.1,9.955884,2.992167,2.821023,-72.69,-2.585,0
2025-05-08 21:40,10.28,47.75,1013,-1.534,2.436,252.6,320.5,8.946092,2.302555,2.343001,-71.87,-1.839,0
2025-05-08 21:50,10.37,47.45,1013,-0.892,2.98,252.1,319.1,7.939052,1.615412,1.86181,-70.89,-7.073,0
2025-05-08 22:00,9.95,50.05,1013,-1.231,2.796,251.4,317.4,6.933363,0.9404286,1.381892,-70.05,-3.066,0
2025-05-08 22:10,9.92,51.45,1013,-0.845,3.031,251.1,316,5.935958,0.2789979,0.914244,-68.76,-3.962,0
2025-05-08 22:20,9.55,53.98,1013,-1.129,2.601,250.5,315.1,4.952153,-0.384075,0.447977,-68.33,-2.439,0
2025-05-08 22:30,9.33,54.55,1013,-0.912,2.713,250.3,314.4,3.983364,-1.020177,-0.01810864,-67.7,-3.102,0
2025-05-08 22:40,9.16,54.6,1014,-0.63,2.792,250.3,313.8,3.034034,-1.643023,-0.4774687,-66.9,-4.728,0
2025-05-08 22:50,8.7,56.35,1014,-1.817,1.447,249.8,312.7,2.106452,-2.252186,-0.9208712,-66.18,-2.248,0
